time,group,geo,value
2020-03-11,tages_distanz_weniger2km_alter_6579,ch,16.9153176929403
2020-03-11,total,ch,21.3235447164648
2020-03-11,total,rural,28.4868771848502
2020-03-11,total,urban,17.5001097334342
2020-03-11,total,zh,22.6617424455455
2020-03-11,weiblich,ch,17.6143301746826
2020-03-12,alter_1529,ch,27.6465832014237
2020-03-12,alter_3064,ch,23.9454559374475
2020-03-12,alter_6579,ch,12.3972690867925
2020-03-12,erwerbstaetig,ch,24.1609495299862
2020-03-12,in_ausbildung,ch,22.5935667686677
2020-03-12,maennlich,ch,25.5483303580768
2020-03-12,nicht_erwerbstaetig,ch,13.4109199503064
2020-03-12,tages_distanz_10-20km,ch,16.4443131131385
2020-03-12,tages_distanz_10-20km_alter_1529,ch,16.9856527364762
2020-03-12,tages_distanz_10-20km_alter_3064,ch,15.1646453142725
2020-03-12,tages_distanz_10-20km_alter_6579,ch,21.3215786478931
2020-03-12,tages_distanz_100pluskm,ch,9.97869644533406
2020-03-12,tages_distanz_100pluskm_alter_1529,ch,10.9590230866319
2020-03-12,tages_distanz_100pluskm_alter_3064,ch,10.7454152893342
2020-03-12,tages_distanz_100pluskm_alter_6579,ch,5.04504784679914
2020-03-12,tages_distanz_2-10km,ch,19.1127607403581
2020-03-12,tages_distanz_2-10km_alter_1529,ch,16.0406717546219
2020-03-12,tages_distanz_2-10km_alter_3064,ch,18.9014940123451
2020-03-12,tages_distanz_2-10km_alter_6579,ch,24.7919943337588
2020-03-12,tages_distanz_20-50km,ch,26.1250114463195
2020-03-12,tages_distanz_20-50km_alter_1529,ch,28.813998267179
2020-03-12,tages_distanz_20-50km_alter_3064,ch,26.1331393609527
2020-03-12,tages_distanz_20-50km_alter_6579,ch,21.9431242193095
2020-03-12,tages_distanz_50-100km,ch,16.9099149847389
2020-03-12,tages_distanz_50-100km_alter_1529,ch,18.461586816858
2020-03-12,tages_distanz_50-100km_alter_3064,ch,18.0815486270839
2020-03-12,tages_distanz_50-100km_alter_6579,ch,9.2880708076062
2020-03-12,tages_distanz_weniger2km,ch,11.429303270111
2020-03-12,tages_distanz_weniger2km_alter_1529,ch,8.73906733823306
2020-03-12,tages_distanz_weniger2km_alter_3064,ch,10.9737573960115
2020-03-12,tages_distanz_weniger2km_alter_6579,ch,17.6101841446334
2020-03-12,total,ch,22.2592755997195
2020-03-12,total,rural,31.7998750898644
2020-03-12,total,urban,17.0471763476966
2020-03-12,total,zh,20.3509117781844
2020-03-12,weiblich,ch,19.1850117161063
2020-03-13,alter_1529,ch,30.8302170337984
2020-03-13,alter_3064,ch,20.7406981613321
2020-03-13,alter_6579,ch,9.74669199788942
2020-03-13,erwerbstaetig,ch,21.5991548498184
2020-03-13,in_ausbildung,ch,31.3771810995626
2020-03-13,maennlich,ch,24.8287023206606
2020-03-13,nicht_erwerbstaetig,ch,9.82478819515756
2020-03-13,tages_distanz_10-20km,ch,15.6042489996547
2020-03-13,tages_distanz_10-20km_alter_1529,ch,15.4443650374711
2020-03-13,tages_distanz_10-20km_alter_3064,ch,16.2026114726908
2020-03-13,tages_distanz_10-20km_alter_6579,ch,13.1370860760393
2020-03-13,tages_distanz_100pluskm,ch,10.140459675727
2020-03-13,tages_distanz_100pluskm_alter_1529,ch,13.2995665940981
2020-03-13,tages_distanz_100pluskm_alter_3064,ch,9.80726959667192
2020-03-13,tages_distanz_100pluskm_alter_6579,ch,6.71404712031073
2020-03-13,tages_distanz_2-10km,ch,20.3362874625685
2020-03-13,tages_distanz_2-10km_alter_1529,ch,14.7912169773693
2020-03-13,tages_distanz_2-10km_alter_3064,ch,19.7838163185311
2020-03-13,tages_distanz_2-10km_alter_6579,ch,31.5150386626836
2020-03-13,tages_distanz_20-50km,ch,23.7087089260381
2020-03-13,tages_distanz_20-50km_alter_1529,ch,27.2199230375878
2020-03-13,tages_distanz_20-50km_alter_3064,ch,23.5458658106534
2020-03-13,tages_distanz_20-50km_alter_6579,ch,18.9582178622188
2020-03-13,tages_distanz_50-100km,ch,17.1569934957371
2020-03-13,tages_distanz_50-100km_alter_1529,ch,20.3150943831545
2020-03-13,tages_distanz_50-100km_alter_3064,ch,17.552091350636
2020-03-13,tages_distanz_50-100km_alter_6579,ch,10.4250161196484
2020-03-13,tages_distanz_weniger2km,ch,13.0533014402748
2020-03-13,tages_distanz_weniger2km_alter_1529,ch,8.92983397031902
2020-03-13,tages_distanz_weniger2km_alter_3064,ch,13.1083454508168
2020-03-13,tages_distanz_weniger2km_alter_6579,ch,19.2505941590991
2020-03-13,total,ch,20.7853823652995
2020-03-13,total,rural,29.1661317502832
2020-03-13,total,urban,15.5755497135946
2020-03-13,total,zh,20.4735171818473
2020-03-13,weiblich,ch,17.5890415858704
2020-03-14,alter_1529,ch,20.2378964490808
2020-03-14,alter_3064,ch,13.9855217787912
2020-03-14,alter_6579,ch,6.0306572099383
2020-03-14,erwerbstaetig,ch,14.9633055727582
2020-03-14,in_ausbildung,ch,17.9193110272237
2020-03-14,maennlich,ch,14.9529781927643
2020-03-14,nicht_erwerbstaetig,ch,5.88976267014953
2020-03-14,tages_distanz_10-20km,ch,16.5202264186649
2020-03-14,tages_distanz_10-20km_alter_1529,ch,15.6374500067478
2020-03-14,tages_distanz_10-20km_alter_3064,ch,16.6030556732876
2020-03-14,tages_distanz_10-20km_alter_6579,ch,17.4832000225301
2020-03-14,tages_distanz_100pluskm,ch,7.64176998620021
2020-03-14,tages_distanz_100pluskm_alter_1529,ch,11.113491760152
2020-03-14,tages_distanz_100pluskm_alter_3064,ch,7.45687204068181
2020-03-14,tages_distanz_100pluskm_alter_6579,ch,3.24994142338234
2020-03-14,tages_distanz_2-10km,ch,24.6030018342775
2020-03-14,tages_distanz_2-10km_alter_1529,ch,17.358715823785
2020-03-14,tages_distanz_2-10km_alter_3064,ch,24.4988299565276
2020-03-14,tages_distanz_2-10km_alter_6579,ch,35.8709552088876
2020-03-14,tages_distanz_20-50km,ch,20.0913470057732
2020-03-14,tages_distanz_20-50km_alter_1529,ch,26.3569997342186
2020-03-14,tages_distanz_20-50km_alter_3064,ch,20.4983665197095
2020-03-14,tages_distanz_20-50km_alter_6579,ch,8.98492135431243
2020-03-14,tages_distanz_50-100km,ch,12.2144832435578
2020-03-14,tages_distanz_50-100km_alter_1529,ch,13.5185277735284
2020-03-14,tages_distanz_50-100km_alter_3064,ch,12.5253439657001
2020-03-14,tages_distanz_50-100km_alter_6579,ch,8.93199943146256
2020-03-14,tages_distanz_weniger2km,ch,18.9291715115263
2020-03-14,tages_distanz_weniger2km_alter_1529,ch,16.0148149015683
2020-03-14,tages_distanz_weniger2km_alter_3064,ch,18.4175318440933
2020-03-14,tages_distanz_weniger2km_alter_6579,ch,25.478982559425
2020-03-14,total,ch,13.5374759876529
2020-03-14,total,rural,17.8982930682994
2020-03-14,total,urban,10.8238271198316
2020-03-14,total,zh,9.93343033568687
2020-03-14,weiblich,ch,11.8848665861637
2020-03-15,alter_1529,ch,13.4346508398054
2020-03-15,alter_3064,ch,8.93723622547938
2020-03-15,alter_6579,ch,6.28218693903301
2020-03-15,erwerbstaetig,ch,9.61483641599286
2020-03-15,in_ausbildung,ch,15.5149631711985
2020-03-15,maennlich,ch,10.1202758698415
2020-03-15,nicht_erwerbstaetig,ch,5.57252876292661
2020-03-15,tages_distanz_10-20km,ch,15.0741795240031
2020-03-15,tages_distanz_10-20km_alter_1529,ch,14.9102377171401
2020-03-15,tages_distanz_10-20km_alter_3064,ch,14.4411719111616
2020-03-15,tages_distanz_10-20km_alter_6579,ch,18.1584963289574
2020-03-15,tages_distanz_100pluskm,ch,7.15674318629029
2020-03-15,tages_distanz_100pluskm_alter_1529,ch,9.78916742176091
2020-03-15,tages_distanz_100pluskm_alter_3064,ch,7.16833235136238
2020-03-15,tages_distanz_100pluskm_alter_6579,ch,3.03981960219738
2020-03-15,tages_distanz_2-10km,ch,24.9572895100463
2020-03-15,tages_distanz_2-10km_alter_1529,ch,21.0969629744928
2020-03-15,tages_distanz_2-10km_alter_3064,ch,25.4392153473162
2020-03-15,tages_distanz_2-10km_alter_6579,ch,28.7631216183647
2020-03-15,tages_distanz_20-50km,ch,17.4782329585276
2020-03-15,tages_distanz_20-50km_alter_1529,ch,19.5457319491669
2020-03-15,tages_distanz_20-50km_alter_3064,ch,18.0664572120293
2020-03-15,tages_distanz_20-50km_alter_6579,ch,11.6546654018845
2020-03-15,tages_distanz_50-100km,ch,8.81265203938632
2020-03-15,tages_distanz_50-100km_alter_1529,ch,12.5673011856256
2020-03-15,tages_distanz_50-100km_alter_3064,ch,7.96097911706674
2020-03-15,tages_distanz_50-100km_alter_6579,ch,6.82371946775035
2020-03-15,tages_distanz_weniger2km,ch,26.5209027817464
2020-03-15,tages_distanz_weniger2km_alter_1529,ch,22.0905987518137
2020-03-15,tages_distanz_weniger2km_alter_3064,ch,26.9238440610637
2020-03-15,tages_distanz_weniger2km_alter_6579,ch,31.5601775808457
2020-03-15,total,ch,9.3607288241933
2020-03-15,total,rural,11.0280023626742
2020-03-15,total,urban,7.67250288503112
2020-03-15,total,zh,8.79568582820194
2020-03-15,weiblich,ch,8.83162533738196
2020-03-16,alter_1529,ch,18.9866945041877
2020-03-16,alter_3064,ch,15.0534240502826
2020-03-16,alter_6579,ch,6.454263803319
2020-03-16,erwerbstaetig,ch,16.2626514616671
2020-03-16,in_ausbildung,ch,14.5695433680328
2020-03-16,maennlich,ch,17.2550349432827
2020-03-16,nicht_erwerbstaetig,ch,7.4699222759371
2020-03-16,tages_distanz_10-20km,ch,16.4445143336072
2020-03-16,tages_distanz_10-20km_alter_1529,ch,16.7700584463744
2020-03-16,tages_distanz_10-20km_alter_3064,ch,16.5258902229472
2020-03-16,tages_distanz_10-20km_alter_6579,ch,15.5645715867794
2020-03-16,tages_distanz_100pluskm,ch,5.44056113905754
2020-03-16,tages_distanz_100pluskm_alter_1529,ch,6.50749246806484
2020-03-16,tages_distanz_100pluskm_alter_3064,ch,5.30459083351923
2020-03-16,tages_distanz_100pluskm_alter_6579,ch,4.38845265350668
2020-03-16,tages_distanz_2-10km,ch,24.6854073280826
2020-03-16,tages_distanz_2-10km_alter_1529,ch,21.7949898303754
2020-03-16,tages_distanz_2-10km_alter_3064,ch,24.2216197614619
2020-03-16,tages_distanz_2-10km_alter_6579,ch,31.3211979129291
2020-03-16,tages_distanz_20-50km,ch,22.5525735227498
2020-03-16,tages_distanz_20-50km_alter_1529,ch,25.0779530218839
2020-03-16,tages_distanz_20-50km_alter_3064,ch,23.2592062225957
2020-03-16,tages_distanz_20-50km_alter_6579,ch,15.3836441573005
2020-03-16,tages_distanz_50-100km,ch,13.3335539331556
2020-03-16,tages_distanz_50-100km_alter_1529,ch,16.0940413047687
2020-03-16,tages_distanz_50-100km_alter_3064,ch,14.2451933019426
2020-03-16,tages_distanz_50-100km_alter_6579,ch,4.86387916051879
2020-03-16,tages_distanz_weniger2km,ch,17.5433897433472
2020-03-16,tages_distanz_weniger2km_alter_1529,ch,13.7554649285327
2020-03-16,tages_distanz_weniger2km_alter_3064,ch,16.4434996575334
2020-03-16,tages_distanz_weniger2km_alter_6579,ch,28.4782545289655
2020-03-16,total,ch,14.2277904846229
2020-03-16,total,rural,20.3220936431594
2020-03-16,total,urban,10.8290396562237
2020-03-16,total,zh,14.2665967028861
2020-03-16,weiblich,ch,11.454688732164
2020-03-17,alter_1529,ch,11.104463348495
2020-03-17,alter_3064,ch,11.4306540766075
2020-03-17,alter_6579,ch,4.43631609013706
2020-03-17,erwerbstaetig,ch,12.15057518325
2020-03-17,in_ausbildung,ch,5.57264698908553
2020-03-17,maennlich,ch,11.9826740166416
2020-03-17,nicht_erwerbstaetig,ch,5.1155774522983
2020-03-17,tages_distanz_10-20km,ch,14.7996483805316
2020-03-17,tages_distanz_10-20km_alter_1529,ch,15.8817842697209
2020-03-17,tages_distanz_10-20km_alter_3064,ch,15.2833093337197
2020-03-17,tages_distanz_10-20km_alter_6579,ch,10.8275640003785
2020-03-17,tages_distanz_100pluskm,ch,4.8180429388714
2020-03-17,tages_distanz_100pluskm_alter_1529,ch,4.6107145467528
2020-03-17,tages_distanz_100pluskm_alter_3064,ch,4.92135056103612
2020-03-17,tages_distanz_100pluskm_alter_6579,ch,4.66833417516822
2020-03-17,tages_distanz_2-10km,ch,26.4907448955711
2020-03-17,tages_distanz_2-10km_alter_1529,ch,23.6482963901682
2020-03-17,tages_distanz_2-10km_alter_3064,ch,25.3312748622207
2020-03-17,tages_distanz_2-10km_alter_6579,ch,36.4085580712704
2020-03-17,tages_distanz_20-50km,ch,19.7754147239992
2020-03-17,tages_distanz_20-50km_alter_1529,ch,19.8285109129088
2020-03-17,tages_distanz_20-50km_alter_3064,ch,21.8403961932986
2020-03-17,tages_distanz_20-50km_alter_6579,ch,10.0944075058727
2020-03-17,tages_distanz_50-100km,ch,9.45513391448429
2020-03-17,tages_distanz_50-100km_alter_1529,ch,10.9271205061271
2020-03-17,tages_distanz_50-100km_alter_3064,ch,10.4045510410603
2020-03-17,tages_distanz_50-100km_alter_6579,ch,2.69734680282085
2020-03-17,tages_distanz_weniger2km,ch,24.6610151465424
2020-03-17,tages_distanz_weniger2km_alter_1529,ch,25.1035733743222
2020-03-17,tages_distanz_weniger2km_alter_3064,ch,22.2191180086646
2020-03-17,tages_distanz_weniger2km_alter_6579,ch,35.3037894444893
2020-03-17,total,ch,9.46560190981901
2020-03-17,total,rural,12.1046599331725
2020-03-17,total,urban,8.09130364009494
2020-03-17,total,zh,8.30054146594587
2020-03-17,weiblich,ch,7.88544723879126
2020-03-18,alter_1529,ch,12.5855602677559
2020-03-18,alter_3064,ch,9.70655055304725
2020-03-18,alter_6579,ch,4.57577889829827
2020-03-18,erwerbstaetig,ch,10.4785943451267
2020-03-18,in_ausbildung,ch,8.86009606981411
2020-03-18,maennlich,ch,11.0949471686121
2020-03-18,nicht_erwerbstaetig,ch,4.44158234258114
2020-03-18,tages_distanz_10-20km,ch,15.2147915929773
2020-03-18,tages_distanz_10-20km_alter_1529,ch,17.6644422819097
2020-03-18,tages_distanz_10-20km_alter_3064,ch,14.6221096036345
2020-03-18,tages_distanz_10-20km_alter_6579,ch,14.0831851013469
2020-03-18,tages_distanz_100pluskm,ch,4.38611277030608
2020-03-18,tages_distanz_100pluskm_alter_1529,ch,4.61070379626035
2020-03-18,tages_distanz_100pluskm_alter_3064,ch,4.91467703705816
2020-03-18,tages_distanz_100pluskm_alter_6579,ch,1.67793155307142
2020-03-18,tages_distanz_2-10km,ch,26.8698066110516
2020-03-18,tages_distanz_2-10km_alter_1529,ch,21.8474351594337
2020-03-18,tages_distanz_2-10km_alter_3064,ch,26.0196691961695
2020-03-18,tages_distanz_2-10km_alter_6579,ch,38.4176077306192
2020-03-18,tages_distanz_20-50km,ch,19.0726609028366
2020-03-18,tages_distanz_20-50km_alter_1529,ch,22.5111288244808
2020-03-18,tages_distanz_20-50km_alter_3064,ch,19.5656138961657
2020-03-18,tages_distanz_20-50km_alter_6579,ch,11.5646845694908
2020-03-18,tages_distanz_50-100km,ch,8.87822754690235
2020-03-18,tages_distanz_50-100km_alter_1529,ch,9.81915459998419
2020-03-18,tages_distanz_50-100km_alter_3064,ch,10.2024592197509
2020-03-18,tages_distanz_50-100km_alter_6579,ch,1.50969191790317
2020-03-18,tages_distanz_weniger2km,ch,25.578400575926
2020-03-18,tages_distanz_weniger2km_alter_1529,ch,23.5471353379313
2020-03-18,tages_distanz_weniger2km_alter_3064,ch,24.6754710472213
2020-03-18,tages_distanz_weniger2km_alter_6579,ch,32.7468991275686
2020-03-18,total,ch,8.87131192550617
2020-03-18,total,rural,12.4388860535268
2020-03-18,total,urban,7.09388619527183
2020-03-18,total,zh,9.35690506295114
2020-03-18,weiblich,ch,6.89213929006372
2020-03-19,alter_1529,ch,8.41804649706635
2020-03-19,alter_3064,ch,8.75144151865826
2020-03-19,alter_6579,ch,4.58002437574991
2020-03-19,erwerbstaetig,ch,9.12688783379995
2020-03-19,in_ausbildung,ch,7.29207803536275
2020-03-19,maennlich,ch,8.97720068003666
2020-03-19,nicht_erwerbstaetig,ch,4.57921259552824
2020-03-19,tages_distanz_10-20km,ch,14.701183246992
2020-03-19,tages_distanz_10-20km_alter_1529,ch,13.7685044828607
2020-03-19,tages_distanz_10-20km_alter_3064,ch,14.6277287100944
2020-03-19,tages_distanz_10-20km_alter_6579,ch,16.4966732834668
2020-03-19,tages_distanz_100pluskm,ch,3.69911776084339
2020-03-19,tages_distanz_100pluskm_alter_1529,ch,3.69013846052343
2020-03-19,tages_distanz_100pluskm_alter_3064,ch,4.29315297268735
2020-03-19,tages_distanz_100pluskm_alter_6579,ch,1.00925298046548
2020-03-19,tages_distanz_2-10km,ch,25.367624078615
2020-03-19,tages_distanz_2-10km_alter_1529,ch,23.6237628911641
2020-03-19,tages_distanz_2-10km_alter_3064,ch,25.3828001065713
2020-03-19,tages_distanz_2-10km_alter_6579,ch,28.0304877544242
2020-03-19,tages_distanz_20-50km,ch,18.2172667849888
2020-03-19,tages_distanz_20-50km_alter_1529,ch,19.8245327326636
2020-03-19,tages_distanz_20-50km_alter_3064,ch,19.3899027462592
2020-03-19,tages_distanz_20-50km_alter_6579,ch,10.3617066654842
2020-03-19,tages_distanz_50-100km,ch,8.97117243849159
2020-03-19,tages_distanz_50-100km_alter_1529,ch,9.91655633267358
2020-03-19,tages_distanz_50-100km_alter_3064,ch,9.29721049809375
2020-03-19,tages_distanz_50-100km_alter_6579,ch,6.00606781362727
2020-03-19,tages_distanz_weniger2km,ch,29.0436356900691
2020-03-19,tages_distanz_weniger2km_alter_1529,ch,29.1765051001146
2020-03-19,tages_distanz_weniger2km_alter_3064,ch,27.0092049662941
2020-03-19,tages_distanz_weniger2km_alter_6579,ch,38.095811502532
2020-03-19,total,ch,8.04121256487827
2020-03-19,total,rural,12.0754501191085
2020-03-19,total,urban,5.98801545283043
2020-03-19,total,zh,7.74215030213801
2020-03-19,weiblich,ch,6.80963881474353
2020-03-20,alter_1529,ch,9.42731822568979
2020-03-20,alter_3064,ch,8.46098180596713
2020-03-20,alter_6579,ch,3.38263029803088
2020-03-20,erwerbstaetig,ch,8.75776097035627
2020-03-20,in_ausbildung,ch,7.90791317376516
2020-03-20,maennlich,ch,9.38710631216882
2020-03-20,nicht_erwerbstaetig,ch,4.32593099558184
2020-03-20,tages_distanz_10-20km,ch,14.7449993581659
2020-03-20,tages_distanz_10-20km_alter_1529,ch,14.2772351185256
2020-03-20,tages_distanz_10-20km_alter_3064,ch,15.7049454839653
2020-03-20,tages_distanz_10-20km_alter_6579,ch,11.1946333467047
2020-03-20,tages_distanz_100pluskm,ch,4.34612348294595
2020-03-20,tages_distanz_100pluskm_alter_1529,ch,5.21483347210583
2020-03-20,tages_distanz_100pluskm_alter_3064,ch,4.3877550717532
2020-03-20,tages_distanz_100pluskm_alter_6579,ch,2.82559595091502
2020-03-20,tages_distanz_2-10km,ch,25.5068838125174
2020-03-20,tages_distanz_2-10km_alter_1529,ch,23.4903126682095
2020-03-20,tages_distanz_2-10km_alter_3064,ch,24.9027594289645
2020-03-20,tages_distanz_2-10km_alter_6579,ch,31.2936015739265
2020-03-20,tages_distanz_20-50km,ch,16.7617956777601
2020-03-20,tages_distanz_20-50km_alter_1529,ch,16.073248471391
2020-03-20,tages_distanz_20-50km_alter_3064,ch,18.4224855929773
2020-03-20,tages_distanz_20-50km_alter_6579,ch,10.4342223539126
2020-03-20,tages_distanz_50-100km,ch,8.90964654874724
2020-03-20,tages_distanz_50-100km_alter_1529,ch,13.4167701956555
2020-03-20,tages_distanz_50-100km_alter_3064,ch,8.56272187608717
2020-03-20,tages_distanz_50-100km_alter_6579,ch,3.52432239531015
2020-03-20,tages_distanz_weniger2km,ch,29.7305511198634
2020-03-20,tages_distanz_weniger2km_alter_1529,ch,27.5276000741127
2020-03-20,tages_distanz_weniger2km_alter_3064,ch,28.0193325462526
2020-03-20,tages_distanz_weniger2km_alter_6579,ch,40.7276243792311
2020-03-20,total,ch,7.58982944602428
2020-03-20,total,rural,11.7451583499295
2020-03-20,total,urban,5.6222902642564
2020-03-20,total,zh,7.86275634916389
2020-03-20,weiblich,ch,6.34742152388888
2020-03-21,alter_1529,ch,5.4757025455145
2020-03-21,alter_3064,ch,4.63965477152252
2020-03-21,alter_6579,ch,2.32869271178587
2020-03-21,erwerbstaetig,ch,4.81368983951034
2020-03-21,in_ausbildung,ch,5.45448521062663
2020-03-21,maennlich,ch,4.92046383026581
2020-03-21,nicht_erwerbstaetig,ch,2.22120876077881
2020-03-21,tages_distanz_10-20km,ch,13.466167413854
2020-03-21,tages_distanz_10-20km_alter_1529,ch,12.9883852218777
2020-03-21,tages_distanz_10-20km_alter_3064,ch,14.0154030449017
2020-03-21,tages_distanz_10-20km_alter_6579,ch,11.5743130990265
2020-03-21,tages_distanz_100pluskm,ch,1.8876509192229
2020-03-21,tages_distanz_100pluskm_alter_1529,ch,2.56993510175866
2020-03-21,tages_distanz_100pluskm_alter_3064,ch,1.81967259267278
2020-03-21,tages_distanz_100pluskm_alter_6579,ch,1.08602797798627
2020-03-21,tages_distanz_2-10km,ch,29.5283065370404
2020-03-21,tages_distanz_2-10km_alter_1529,ch,28.5753474490607
2020-03-21,tages_distanz_2-10km_alter_3064,ch,29.3125162515365
2020-03-21,tages_distanz_2-10km_alter_6579,ch,32.167589540963
2020-03-21,tages_distanz_20-50km,ch,12.7701914003035
2020-03-21,tages_distanz_20-50km_alter_1529,ch,15.7410429035594
2020-03-21,tages_distanz_20-50km_alter_3064,ch,13.3033669470212
2020-03-21,tages_distanz_20-50km_alter_6579,ch,5.22468874690119
2020-03-21,tages_distanz_50-100km,ch,5.39933471293529
2020-03-21,tages_distanz_50-100km_alter_1529,ch,7.97108713447975
2020-03-21,tages_distanz_50-100km_alter_3064,ch,5.40282309505996
2020-03-21,tages_distanz_50-100km_alter_6579,ch,1.10760478706258
2020-03-21,tages_distanz_weniger2km,ch,36.9483490166439
2020-03-21,tages_distanz_weniger2km_alter_1529,ch,32.1542021892638
2020-03-21,tages_distanz_weniger2km_alter_3064,ch,36.1462180688079
2020-03-21,tages_distanz_weniger2km_alter_6579,ch,48.8397758480606
2020-03-21,total,ch,4.39877745053911
2020-03-21,total,rural,5.98971293300269
2020-03-21,total,urban,3.41573142411155
2020-03-21,total,zh,3.59534092809486
2020-03-21,weiblich,ch,3.76056508047779
2020-03-22,alter_1529,ch,2.70271483123971
2020-03-22,alter_3064,ch,2.27549163330818
2020-03-22,alter_6579,ch,1.4481178975453
2020-03-22,erwerbstaetig,ch,2.32423892150491
2020-03-22,in_ausbildung,ch,2.56181493145576
2020-03-22,maennlich,ch,2.21976506943039
2020-03-22,nicht_erwerbstaetig,ch,1.53736631597858
2020-03-22,tages_distanz_10-20km,ch,8.66897325869295
2020-03-22,tages_distanz_10-20km_alter_1529,ch,7.87304489910628
2020-03-22,tages_distanz_10-20km_alter_3064,ch,9.53141078893934
2020-03-22,tages_distanz_10-20km_alter_6579,ch,5.79451212761913
2020-03-22,tages_distanz_100pluskm,ch,2.07031956486715
2020-03-22,tages_distanz_100pluskm_alter_1529,ch,4.51631145851778
2020-03-22,tages_distanz_100pluskm_alter_3064,ch,1.6641630756577
2020-03-22,tages_distanz_100pluskm_alter_6579,ch,0
2020-03-22,tages_distanz_2-10km,ch,26.8049555068736
2020-03-22,tages_distanz_2-10km_alter_1529,ch,21.6388613955722
2020-03-22,tages_distanz_2-10km_alter_3064,ch,26.8309298866315
2020-03-22,tages_distanz_2-10km_alter_6579,ch,35.2192961052346
2020-03-22,tages_distanz_20-50km,ch,9.45907034480164
2020-03-22,tages_distanz_20-50km_alter_1529,ch,12.8578481527028
2020-03-22,tages_distanz_20-50km_alter_3064,ch,9.76921935179512
2020-03-22,tages_distanz_20-50km_alter_6579,ch,2.33333522837702
2020-03-22,tages_distanz_50-100km,ch,4.27396552934941
2020-03-22,tages_distanz_50-100km_alter_1529,ch,6.7709624341954
2020-03-22,tages_distanz_50-100km_alter_3064,ch,3.99908559458996
2020-03-22,tages_distanz_50-100km_alter_6579,ch,1.48149798751184
2020-03-22,tages_distanz_weniger2km,ch,48.7227157954152
2020-03-22,tages_distanz_weniger2km_alter_1529,ch,46.3429716599055
2020-03-22,tages_distanz_weniger2km_alter_3064,ch,48.2051913023863
2020-03-22,tages_distanz_weniger2km_alter_6579,ch,55.1713585512574
2020-03-22,total,ch,2.24021420163295
2020-03-22,total,rural,2.3925513124357
2020-03-22,total,urban,2.06304915916477
2020-03-22,total,zh,2.60711900181639
2020-03-22,weiblich,ch,2.25714978184092
2020-03-23,alter_1529,ch,5.39810242495804
2020-03-23,alter_3064,ch,5.89156980812345
2020-03-23,alter_6579,ch,1.77155548518157
2020-03-23,erwerbstaetig,ch,6.08777610491214
2020-03-23,in_ausbildung,ch,3.88786585159705
2020-03-23,maennlich,ch,6.15107558268762
2020-03-23,nicht_erwerbstaetig,ch,2.63956327289501
2020-03-23,tages_distanz_10-20km,ch,12.0562459681829
2020-03-23,tages_distanz_10-20km_alter_1529,ch,12.4438850574691
2020-03-23,tages_distanz_10-20km_alter_3064,ch,12.3888347885607
2020-03-23,tages_distanz_10-20km_alter_6579,ch,9.96924704818636
2020-03-23,tages_distanz_100pluskm,ch,2.8038350597182
2020-03-23,tages_distanz_100pluskm_alter_1529,ch,2.57767270440309
2020-03-23,tages_distanz_100pluskm_alter_3064,ch,3.44920563644215
2020-03-23,tages_distanz_100pluskm_alter_6579,ch,0.265486725344923
2020-03-23,tages_distanz_2-10km,ch,27.1776808993292
2020-03-23,tages_distanz_2-10km_alter_1529,ch,26.4058428688948
2020-03-23,tages_distanz_2-10km_alter_3064,ch,26.8221712571208
2020-03-23,tages_distanz_2-10km_alter_6579,ch,29.9607488867148
2020-03-23,tages_distanz_20-50km,ch,14.6038021431643
2020-03-23,tages_distanz_20-50km_alter_1529,ch,14.3947289641951
2020-03-23,tages_distanz_20-50km_alter_3064,ch,16.783937075441
2020-03-23,tages_distanz_20-50km_alter_6579,ch,5.17172134437581
2020-03-23,tages_distanz_50-100km,ch,7.49864496978452
2020-03-23,tages_distanz_50-100km_alter_1529,ch,10.8091182614382
2020-03-23,tages_distanz_50-100km_alter_3064,ch,7.45534024367703
2020-03-23,tages_distanz_50-100km_alter_6579,ch,2.5784033490591
2020-03-23,tages_distanz_weniger2km,ch,35.8597909598209
2020-03-23,tages_distanz_weniger2km_alter_1529,ch,33.3687521435998
2020-03-23,tages_distanz_weniger2km_alter_3064,ch,33.1005109987583
2020-03-23,tages_distanz_weniger2km_alter_6579,ch,52.0543926463189
2020-03-23,total,ch,4.80600066893476
2020-03-23,total,rural,6.84450961307155
2020-03-23,total,urban,4.02036877698125
2020-03-23,total,zh,4.11149905052504
2020-03-23,weiblich,ch,3.90689615512053
2020-03-24,alter_1529,ch,5.94776979040569
2020-03-24,alter_3064,ch,5.99644329397116
2020-03-24,alter_6579,ch,3.73422782518904
2020-03-24,erwerbstaetig,ch,6.39110820349136
2020-03-24,in_ausbildung,ch,3.55267625485165
2020-03-24,maennlich,ch,6.54201115811214
2020-03-24,nicht_erwerbstaetig,ch,3.56890753178481
2020-03-24,tages_distanz_10-20km,ch,12.5268799550697
2020-03-24,tages_distanz_10-20km_alter_1529,ch,10.6031362165289
2020-03-24,tages_distanz_10-20km_alter_3064,ch,13.7118748729864
2020-03-24,tages_distanz_10-20km_alter_6579,ch,10.1265686118091
2020-03-24,tages_distanz_100pluskm,ch,2.72095722984397
2020-03-24,tages_distanz_100pluskm_alter_1529,ch,2.33048815549952
2020-03-24,tages_distanz_100pluskm_alter_3064,ch,3.18809299170718
2020-03-24,tages_distanz_100pluskm_alter_6579,ch,1.19513265131989
