time,availability,geo,value
2020-04-18,tot,ar,820
2020-04-18,tot,be,11784
2020-04-18,tot,bl,4495
2020-04-18,tot,bs,3500
2020-04-18,tot,fr,7139
2020-04-18,tot,ge,14714
2020-04-18,tot,gl,496
2020-04-18,tot,gr,3077
2020-04-18,tot,ju,1961
2020-04-18,tot,lu,5419
2020-04-18,tot,ne,5220
2020-04-18,tot,nw,420
2020-04-18,tot,ow,297
2020-04-18,tot,sg,9561
2020-04-18,tot,sh,1618
2020-04-18,tot,so,4777
2020-04-18,tot,sz,2029
2020-04-18,tot,tg,4847
2020-04-18,tot,ti,9850
2020-04-18,tot,tot,172623
2020-04-18,tot,ur,391
2020-04-18,tot,vd,22766
2020-04-18,tot,vs,9928
2020-04-18,tot,zg,2196
2020-04-18,tot,zh,32105
2020-04-19,immediate,ag,6091
2020-04-19,immediate,ai,77
2020-04-19,immediate,ar,303
2020-04-19,immediate,be,5393
2020-04-19,immediate,bl,1867
2020-04-19,immediate,bs,2137
2020-04-19,immediate,fr,4010
2020-04-19,immediate,ge,9177
2020-04-19,immediate,gl,209
2020-04-19,immediate,gr,1939
2020-04-19,immediate,ju,1223
2020-04-19,immediate,lu,2461
2020-04-19,immediate,ne,3249
2020-04-19,immediate,nw,156
2020-04-19,immediate,ow,101
2020-04-19,immediate,sg,3269
2020-04-19,immediate,sh,610
2020-04-19,immediate,so,1887
2020-04-19,immediate,sz,926
2020-04-19,immediate,tg,1856
2020-04-19,immediate,ti,4962
2020-04-19,immediate,tot,88326
2020-04-19,immediate,ur,262
2020-04-19,immediate,vd,11438
2020-04-19,immediate,vs,6995
2020-04-19,immediate,zg,770
2020-04-19,immediate,zh,16799
2020-04-19,tot,ag,12795
2020-04-19,tot,ai,116
2020-04-19,tot,ar,820
2020-04-19,tot,be,11784
2020-04-19,tot,bl,4494
2020-04-19,tot,bs,3497
2020-04-19,tot,fr,7139
2020-04-19,tot,ge,14713
2020-04-19,tot,gl,496
2020-04-19,tot,gr,3076
2020-04-19,tot,ju,1961
2020-04-19,tot,lu,5421
2020-04-19,tot,ne,5218
2020-04-19,tot,nw,419
2020-04-19,tot,ow,297
2020-04-19,tot,sg,9551
2020-04-19,tot,sh,1618
2020-04-19,tot,so,4776
2020-04-19,tot,sz,2028
2020-04-19,tot,tg,4846
2020-04-19,tot,ti,9850
2020-04-19,tot,tot,172574
2020-04-19,tot,ur,391
2020-04-19,tot,vd,22765
2020-04-19,tot,vs,9923
2020-04-19,tot,zg,2195
2020-04-19,tot,zh,32086
2020-04-20,immediate,ag,6091
2020-04-20,immediate,ai,77
2020-04-20,immediate,ar,303
2020-04-20,immediate,be,5393
2020-04-20,immediate,bl,1867
2020-04-20,immediate,bs,2137
2020-04-20,immediate,fr,4010
2020-04-20,immediate,ge,9177
2020-04-20,immediate,gl,209
2020-04-20,immediate,gr,1935
2020-04-20,immediate,ju,1223
2020-04-20,immediate,lu,2460
2020-04-20,immediate,ne,3249
2020-04-20,immediate,nw,156
2020-04-20,immediate,ow,101
2020-04-20,immediate,sg,3268
2020-04-20,immediate,sh,610
2020-04-20,immediate,so,1887
2020-04-20,immediate,sz,926
2020-04-20,immediate,tg,1856
2020-04-20,immediate,ti,4961
2020-04-20,immediate,tot,88309
2020-04-20,immediate,ur,262
2020-04-20,immediate,vd,11437
2020-04-20,immediate,vs,6989
2020-04-20,immediate,zg,770
2020-04-20,immediate,zh,16796
2020-04-20,tot,ag,12794
2020-04-20,tot,ai,116
2020-04-20,tot,ar,820
2020-04-20,tot,be,11784
2020-04-20,tot,bl,4493
2020-04-20,tot,bs,3497
2020-04-20,tot,fr,7139
2020-04-20,tot,ge,14712
2020-04-20,tot,gl,496
2020-04-20,tot,gr,3067
2020-04-20,tot,ju,1961
2020-04-20,tot,lu,5420
2020-04-20,tot,ne,5218
2020-04-20,tot,nw,419
2020-04-20,tot,ow,297
2020-04-20,tot,sg,9550
2020-04-20,tot,sh,1619
2020-04-20,tot,so,4775
2020-04-20,tot,sz,2027
2020-04-20,tot,tg,4846
2020-04-20,tot,ti,9849
2020-04-20,tot,tot,172538
2020-04-20,tot,ur,391
2020-04-20,tot,vd,22762
2020-04-20,tot,vs,9913
2020-04-20,tot,zg,2195
2020-04-20,tot,zh,32079
2020-04-21,immediate,ag,6177
2020-04-21,immediate,ai,76
2020-04-21,immediate,ar,310
2020-04-21,immediate,be,5425
2020-04-21,immediate,bl,1886
2020-04-21,immediate,bs,2155
2020-04-21,immediate,fr,4034
2020-04-21,immediate,ge,9201
2020-04-21,immediate,gl,209
2020-04-21,immediate,gr,1958
2020-04-21,immediate,ju,1227
2020-04-21,immediate,lu,2472
2020-04-21,immediate,ne,3249
2020-04-21,immediate,nw,156
2020-04-21,immediate,ow,102
2020-04-21,immediate,sg,3298
2020-04-21,immediate,sh,608
2020-04-21,immediate,so,1894
2020-04-21,immediate,sz,922
2020-04-21,immediate,tg,1866
2020-04-21,immediate,ti,4981
2020-04-21,immediate,tot,88714
2020-04-21,immediate,ur,266
2020-04-21,immediate,vd,11474
2020-04-21,immediate,vs,7021
2020-04-21,immediate,zg,767
2020-04-21,immediate,zh,16821
2020-04-21,tot,ag,12939
2020-04-21,tot,ai,116
2020-04-21,tot,ar,825
2020-04-21,tot,be,11834
2020-04-21,tot,bl,4531
2020-04-21,tot,bs,3520
2020-04-21,tot,fr,7165
2020-04-21,tot,ge,14742
2020-04-21,tot,gl,499
2020-04-21,tot,gr,3100
2020-04-21,tot,ju,1968
2020-04-21,tot,lu,5455
2020-04-21,tot,ne,5236
2020-04-21,tot,nw,423
2020-04-21,tot,ow,298
2020-04-21,tot,sg,9619
2020-04-21,tot,sh,1619
2020-04-21,tot,so,4794
2020-04-21,tot,sz,2026
2020-04-21,tot,tg,4883
2020-04-21,tot,ti,9877
2020-04-21,tot,tot,173273
2020-04-21,tot,ur,394
2020-04-21,tot,vd,22826
2020-04-21,tot,vs,9954
2020-04-21,tot,zg,2188
2020-04-21,tot,zh,32140
2020-04-22,immediate,ag,6177
2020-04-22,immediate,ai,76
2020-04-22,immediate,ar,310
2020-04-22,immediate,be,5425
2020-04-22,immediate,bl,1886
2020-04-22,immediate,bs,2155
2020-04-22,immediate,fr,4034
2020-04-22,immediate,ge,9201
2020-04-22,immediate,gl,209
2020-04-22,immediate,gr,1958
2020-04-22,immediate,ju,1227
2020-04-22,immediate,lu,2472
2020-04-22,immediate,ne,3249
2020-04-22,immediate,nw,156
2020-04-22,immediate,ow,102
2020-04-22,immediate,sg,3297
2020-04-22,immediate,sh,608
2020-04-22,immediate,so,1894
2020-04-22,immediate,sz,922
2020-04-22,immediate,tg,1866
2020-04-22,immediate,ti,4981
2020-04-22,immediate,tot,88711
2020-04-22,immediate,ur,266
2020-04-22,immediate,vd,11473
2020-04-22,immediate,vs,7021
2020-04-22,immediate,zg,767
2020-04-22,immediate,zh,16820
2020-04-22,tot,ag,12939
2020-04-22,tot,ai,116
2020-04-22,tot,ar,824
2020-04-22,tot,be,11834
2020-04-22,tot,bl,4531
2020-04-22,tot,bs,3520
2020-04-22,tot,fr,7165
2020-04-22,tot,ge,14741
2020-04-22,tot,gl,499
2020-04-22,tot,gr,3100
2020-04-22,tot,ju,1968
2020-04-22,tot,lu,5455
2020-04-22,tot,ne,5236
2020-04-22,tot,nw,423
2020-04-22,tot,ow,298
2020-04-22,tot,sg,9618
2020-04-22,tot,sh,1619
2020-04-22,tot,so,4794
2020-04-22,tot,sz,2026
2020-04-22,tot,tg,4883
2020-04-22,tot,ti,9877
2020-04-22,tot,tot,173268
2020-04-22,tot,ur,394
2020-04-22,tot,vd,22825
2020-04-22,tot,vs,9954
2020-04-22,tot,zg,2188
2020-04-22,tot,zh,32139
2020-04-23,immediate,ag,6353
2020-04-23,immediate,ai,75
2020-04-23,immediate,ar,321
2020-04-23,immediate,be,5485
2020-04-23,immediate,bl,1903
2020-04-23,immediate,bs,2193
2020-04-23,immediate,fr,4074
2020-04-23,immediate,ge,9174
2020-04-23,immediate,gl,211
2020-04-23,immediate,gr,2089
2020-04-23,immediate,ju,1237
2020-04-23,immediate,lu,2502
2020-04-23,immediate,ne,3260
2020-04-23,immediate,nw,162
2020-04-23,immediate,ow,104
2020-04-23,immediate,sg,3361
2020-04-23,immediate,sh,613
2020-04-23,immediate,so,1933
2020-04-23,immediate,sz,926
2020-04-23,immediate,tg,1897
2020-04-23,immediate,ti,5035
2020-04-23,immediate,tot,89699
2020-04-23,immediate,ur,267
2020-04-23,immediate,vd,11579
2020-04-23,immediate,vs,7070
2020-04-23,immediate,zg,765
2020-04-23,immediate,zh,16954
2020-04-23,tot,ag,13260
2020-04-23,tot,ai,115
2020-04-23,tot,ar,839
2020-04-23,tot,be,11928
2020-04-23,tot,bl,4577
2020-04-23,tot,bs,3584
2020-04-23,tot,fr,7248
2020-04-23,tot,ge,14726
2020-04-23,tot,gl,504
2020-04-23,tot,gr,3262
2020-04-23,tot,ju,1983
2020-04-23,tot,lu,5513
2020-04-23,tot,ne,5267
2020-04-23,tot,nw,430
2020-04-23,tot,ow,305
2020-04-23,tot,sg,9763
2020-04-23,tot,sh,1637
2020-04-23,tot,so,4861
2020-04-23,tot,sz,2050
2020-04-23,tot,tg,4946
2020-04-23,tot,ti,9953
2020-04-23,tot,tot,175102
2020-04-23,tot,ur,397
2020-04-23,tot,vd,22976
2020-04-23,tot,vs,10024
2020-04-23,tot,zg,2186
2020-04-23,tot,zh,32468
2020-04-24,immediate,ag,6427
2020-04-24,immediate,ai,75
2020-04-24,immediate,ar,320
2020-04-24,immediate,be,5516
2020-04-24,immediate,bl,1905
2020-04-24,immediate,bs,2210
2020-04-24,immediate,fr,4096
2020-04-24,immediate,ge,9170
2020-04-24,immediate,gl,212
2020-04-24,immediate,gr,2153
2020-04-24,immediate,ju,1245
2020-04-24,immediate,lu,2515
2020-04-24,immediate,ne,3259
2020-04-24,immediate,nw,165
2020-04-24,immediate,ow,109
2020-04-24,immediate,sg,3389
2020-04-24,immediate,sh,611
2020-04-24,immediate,so,1943
2020-04-24,immediate,sz,930
2020-04-24,immediate,tg,1906
2020-04-24,immediate,ti,5049
2020-04-24,immediate,tot,90091
2020-04-24,immediate,ur,267
2020-04-24,immediate,vd,11617
2020-04-24,immediate,vs,7091
2020-04-24,immediate,zg,762
2020-04-24,immediate,zh,16994
2020-04-24,tot,ag,13391
2020-04-24,tot,ai,115
2020-04-24,tot,ar,838
2020-04-24,tot,be,11968
2020-04-24,tot,bl,4580
2020-04-24,tot,bs,3605
2020-04-24,tot,fr,7280
2020-04-24,tot,ge,14719
2020-04-24,tot,gl,512
2020-04-24,tot,gr,3340
2020-04-24,tot,ju,1988
2020-04-24,tot,lu,5535
2020-04-24,tot,ne,5277
2020-04-24,tot,nw,438
2020-04-24,tot,ow,312
2020-04-24,tot,sg,9837
2020-04-24,tot,sh,1637
2020-04-24,tot,so,4890
2020-04-24,tot,sz,2066
2020-04-24,tot,tg,4965
2020-04-24,tot,ti,9976
2020-04-24,tot,tot,175801
2020-04-24,tot,ur,400
2020-04-24,tot,vd,23029
2020-04-24,tot,vs,10063
2020-04-24,tot,zg,2179
2020-04-24,tot,zh,32563
2020-04-25,immediate,ag,6504
2020-04-25,immediate,ai,76
2020-04-25,immediate,ar,322
2020-04-25,immediate,be,5524
2020-04-25,immediate,bl,1894
2020-04-25,immediate,bs,2226
2020-04-25,immediate,fr,4114
2020-04-25,immediate,ge,9148
2020-04-25,immediate,gl,219
2020-04-25,immediate,gr,2210
2020-04-25,immediate,ju,1252
2020-04-25,immediate,lu,2532
2020-04-25,immediate,ne,3261
2020-04-25,immediate,nw,169
2020-04-25,immediate,ow,112
2020-04-25,immediate,sg,3415
2020-04-25,immediate,sh,612
2020-04-25,immediate,so,1953
2020-04-25,immediate,sz,932
2020-04-25,immediate,tg,1909
2020-04-25,immediate,ti,5063
2020-04-25,immediate,tot,90430
2020-04-25,immediate,ur,269
2020-04-25,immediate,vd,11657
2020-04-25,immediate,vs,7101
2020-04-25,immediate,zg,758
2020-04-25,immediate,zh,17043
2020-04-25,tot,ag,13531
2020-04-25,tot,ai,116
2020-04-25,tot,ar,841
2020-04-25,tot,be,11978
2020-04-25,tot,bl,4576
2020-04-25,tot,bs,3624
2020-04-25,tot,fr,7308
2020-04-25,tot,ge,14703
2020-04-25,tot,gl,529
2020-04-25,tot,gr,3409
2020-04-25,tot,ju,1994
2020-04-25,tot,lu,5559
2020-04-25,tot,ne,5290
2020-04-25,tot,nw,444
2020-04-25,tot,ow,322
2020-04-25,tot,sg,9871
2020-04-25,tot,sh,1639
2020-04-25,tot,so,4909
2020-04-25,tot,sz,2075
2020-04-25,tot,tg,4982
2020-04-25,tot,ti,10004
2020-04-25,tot,tot,176431
2020-04-25,tot,ur,404
2020-04-25,tot,vd,23085
2020-04-25,tot,vs,10087
2020-04-25,tot,zg,2169
2020-04-25,tot,zh,32684
2020-04-26,immediate,ag,6506
2020-04-26,immediate,ai,76
2020-04-26,immediate,ar,322
2020-04-26,immediate,be,5524
2020-04-26,immediate,bl,1894
2020-04-26,immediate,bs,2226
2020-04-26,immediate,fr,4116
2020-04-26,immediate,ge,9147
2020-04-26,immediate,gl,219
2020-04-26,immediate,gr,2211
2020-04-26,immediate,ju,1252
2020-04-26,immediate,lu,2529
2020-04-26,immediate,ne,3259
2020-04-26,immediate,nw,169
2020-04-26,immediate,ow,113
2020-04-26,immediate,sg,3414
2020-04-26,immediate,sh,612
2020-04-26,immediate,so,1953
2020-04-26,immediate,sz,931
2020-04-26,immediate,tg,1911
2020-04-26,immediate,ti,5063
2020-04-26,immediate,tot,90426
2020-04-26,immediate,ur,269
2020-04-26,immediate,vd,11657
2020-04-26,immediate,vs,7100
2020-04-26,immediate,zg,758
2020-04-26,immediate,zh,17040
2020-04-26,tot,ag,13529
2020-04-26,tot,ai,116
2020-04-26,tot,ar,841
2020-04-26,tot,be,11976
2020-04-26,tot,bl,4576
2020-04-26,tot,bs,3623
2020-04-26,tot,fr,7308
2020-04-26,tot,ge,14700
2020-04-26,tot,gl,529
2020-04-26,tot,gr,3409
2020-04-26,tot,ju,1994
2020-04-26,tot,lu,5556
2020-04-26,tot,ne,5288
2020-04-26,tot,nw,444
2020-04-26,tot,ow,321
2020-04-26,tot,sg,9867
2020-04-26,tot,sh,1639
2020-04-26,tot,so,4909
2020-04-26,tot,sz,2074
2020-04-26,tot,tg,4981
2020-04-26,tot,ti,10002
2020-04-26,tot,tot,176390
2020-04-26,tot,ur,404
2020-04-26,tot,vd,23084
2020-04-26,tot,vs,10085
2020-04-26,tot,zg,2169
2020-04-26,tot,zh,32668
2020-04-27,immediate,ag,6506
2020-04-27,immediate,ai,76
2020-04-27,immediate,ar,322
2020-04-27,immediate,be,5523
2020-04-27,immediate,bl,1894
2020-04-27,immediate,bs,2226
2020-04-27,immediate,fr,4116
2020-04-27,immediate,ge,9146
2020-04-27,immediate,gl,219
2020-04-27,immediate,gr,2211
2020-04-27,immediate,ju,1252
2020-04-27,immediate,lu,2527
2020-04-27,immediate,ne,3259
2020-04-27,immediate,nw,169
2020-04-27,immediate,ow,113
2020-04-27,immediate,sg,3414
2020-04-27,immediate,sh,612
2020-04-27,immediate,so,1953
2020-04-27,immediate,sz,931
2020-04-27,immediate,tg,1911
2020-04-27,immediate,ti,5062
2020-04-27,immediate,tot,90405
2020-04-27,immediate,ur,269
2020-04-27,immediate,vd,11654
2020-04-27,immediate,vs,7087
2020-04-27,immediate,zg,758
2020-04-27,immediate,zh,17040
2020-04-27,tot,ag,13529
2020-04-27,tot,ai,116
2020-04-27,tot,ar,841
2020-04-27,tot,be,11975
2020-04-27,tot,bl,4576
2020-04-27,tot,bs,3623
2020-04-27,tot,fr,7309
2020-04-27,tot,ge,14699
2020-04-27,tot,gl,529
2020-04-27,tot,gr,3409
2020-04-27,tot,ju,1994
2020-04-27,tot,lu,5554
2020-04-27,tot,ne,5288
2020-04-27,tot,nw,444
2020-04-27,tot,ow,321
2020-04-27,tot,sg,9866
2020-04-27,tot,sh,1642
2020-04-27,tot,so,4909
2020-04-27,tot,sz,2074
2020-04-27,tot,tg,4981
2020-04-27,tot,ti,9999
2020-04-27,tot,tot,176362
2020-04-27,tot,ur,404
2020-04-27,tot,vd,23077
2020-04-27,tot,vs,10070
2020-04-27,tot,zg,2169
2020-04-27,tot,zh,32666
2020-04-28,immediate,ag,6572
2020-04-28,immediate,ai,75
2020-04-28,immediate,ar,326
2020-04-28,immediate,be,5536
2020-04-28,immediate,bl,1902
2020-04-28,immediate,bs,2233
2020-04-28,immediate,fr,4124
2020-04-28,immediate,ge,9130
2020-04-28,immediate,gl,222
2020-04-28,immediate,gr,2261
2020-04-28,immediate,ju,1257
2020-04-28,immediate,lu,2544
2020-04-28,immediate,ne,3253
2020-04-28,immediate,nw,171
2020-04-28,immediate,ow,115
2020-04-28,immediate,sg,3440
2020-04-28,immediate,sh,611
2020-04-28,immediate,so,1978
2020-04-28,immediate,sz,931
2020-04-28,immediate,tg,1919
2020-04-28,immediate,ti,5073
2020-04-28,immediate,tot,90738
2020-04-28,immediate,ur,273
2020-04-28,immediate,vd,11681
2020-04-28,immediate,vs,7103
2020-04-28,immediate,zg,759
2020-04-28,immediate,zh,17091
2020-04-28,tot,ag,13671
2020-04-28,tot,ai,116
2020-04-28,tot,ar,845
2020-04-28,tot,be,11994
2020-04-28,tot,bl,4609
2020-04-28,tot,bs,3639
2020-04-28,tot,fr,7329
2020-04-28,tot,ge,14691
2020-04-28,tot,gl,540
2020-04-28,tot,gr,3470
2020-04-28,tot,ju,1997
2020-04-28,tot,lu,5579
2020-04-28,tot,ne,5307
2020-04-28,tot,nw,447
2020-04-28,tot,ow,328
2020-04-28,tot,sg,9913
2020-04-28,tot,sh,1645
2020-04-28,tot,so,4954
2020-04-28,tot,sz,2082
2020-04-28,tot,tg,4998
2020-04-28,tot,ti,10016
2020-04-28,tot,tot,177138
2020-04-28,tot,ur,408
2020-04-28,tot,vd,23114
2020-04-28,tot,vs,10113
2020-04-28,tot,zg,2168
2020-04-28,tot,zh,32862
2020-04-29,immediate,ag,6657
2020-04-29,immediate,ai,76
2020-04-29,immediate,ar,326
2020-04-29,immediate,be,5560
2020-04-29,immediate,bl,1890
2020-04-29,immediate,bs,2251
2020-04-29,immediate,fr,4141
2020-04-29,immediate,ge,9129
2020-04-29,immediate,gl,226
2020-04-29,immediate,gr,2301
2020-04-29,immediate,ju,1262
2020-04-29,immediate,lu,2560
2020-04-29,immediate,ne,3254
2020-04-29,immediate,nw,172
2020-04-29,immediate,ow,115
2020-04-29,immediate,sg,3470
2020-04-29,immediate,sh,615
2020-04-29,immediate,so,1992
2020-04-29,immediate,sz,940
2020-04-29,immediate,tg,1925
2020-04-29,immediate,ti,5084
2020-04-29,immediate,tot,91120
2020-04-29,immediate,ur,279
2020-04-29,immediate,vd,11708
2020-04-29,immediate,vs,7119
2020-04-29,immediate,zg,760
2020-04-29,immediate,zh,17146
2020-04-29,tot,ag,13829
2020-04-29,tot,ai,117
2020-04-29,tot,ar,849
2020-04-29,tot,be,12008
2020-04-29,tot,bl,4624
2020-04-29,tot,bs,3662
2020-04-29,tot,fr,7354
2020-04-29,tot,ge,14715
2020-04-29,tot,gl,545
2020-04-29,tot,gr,3520
2020-04-29,tot,ju,2006
2020-04-29,tot,lu,5618
2020-04-29,tot,ne,5330
2020-04-29,tot,nw,449
2020-04-29,tot,ow,329
2020-04-29,tot,sg,9974
2020-04-29,tot,sh,1648
2020-04-29,tot,so,4991
2020-04-29,tot,sz,2097
2020-04-29,tot,tg,5005
2020-04-29,tot,ti,10054
2020-04-29,tot,tot,177901
2020-04-29,tot,ur,414
2020-04-29,tot,vd,23139
2020-04-29,tot,vs,10146
2020-04-29,tot,zg,2167
2020-04-29,tot,zh,32997
2020-04-30,immediate,ag,6666
2020-04-30,immediate,ai,73
2020-04-30,immediate,ar,326
2020-04-30,immediate,be,5538
2020-04-30,immediate,bl,1877
2020-04-30,immediate,bs,2252
2020-04-30,immediate,fr,4147
2020-04-30,immediate,ge,9102
2020-04-30,immediate,gl,229
2020-04-30,immediate,gr,2333
2020-04-30,immediate,ju,1255
2020-04-30,immediate,lu,2554
2020-04-30,immediate,ne,3233
2020-04-30,immediate,nw,172
2020-04-30,immediate,ow,114
2020-04-30,immediate,sg,3433
2020-04-30,immediate,sh,615
2020-04-30,immediate,so,1985
2020-04-30,immediate,sz,913
2020-04-30,immediate,tg,1926
2020-04-30,immediate,ti,5079
2020-04-30,immediate,tot,90769
2020-04-30,immediate,ur,281
2020-04-30,immediate,vd,11716
2020-04-30,immediate,vs,7083
2020-04-30,immediate,zg,752
2020-04-30,immediate,zh,16951
2020-04-30,tot,ag,13858
2020-04-30,tot,ai,114
2020-04-30,tot,ar,845
2020-04-30,tot,be,11963
2020-04-30,tot,bl,4603
2020-04-30,tot,bs,3668
2020-04-30,tot,fr,7369
2020-04-30,tot,ge,14682
2020-04-30,tot,gl,550
2020-04-30,tot,gr,3552
2020-04-30,tot,ju,1997
2020-04-30,tot,lu,5606
2020-04-30,tot,ne,5313
2020-04-30,tot,nw,445
2020-04-30,tot,ow,326
2020-04-30,tot,sg,9892
2020-04-30,tot,sh,1648
2020-04-30,tot,so,4991
2020-04-30,tot,sz,2042
2020-04-30,tot,tg,5004
2020-04-30,tot,ti,10046
2020-04-30,tot,tot,177395
2020-04-30,tot,ur,417
2020-04-30,tot,vd,23133
2020-04-30,tot,vs,10126
2020-04-30,tot,zg,2141
2020-04-30,tot,zh,32746
2020-05-01,immediate,ag,6712
2020-05-01,immediate,ai,73
2020-05-01,immediate,ar,323
2020-05-01,immediate,be,5530
2020-05-01,immediate,bl,1878
2020-05-01,immediate,bs,2247
2020-05-01,immediate,fr,4146
2020-05-01,immediate,ge,9090
2020-05-01,immediate,gl,233
2020-05-01,immediate,gr,2355
2020-05-01,immediate,ju,1244
2020-05-01,immediate,lu,2565
2020-05-01,immediate,ne,3236
2020-05-01,immediate,nw,173
2020-05-01,immediate,ow,116
2020-05-01,immediate,sg,3446
2020-05-01,immediate,sh,609
2020-05-01,immediate,so,1992
2020-05-01,immediate,sz,913
2020-05-01,immediate,tg,1925
2020-05-01,immediate,ti,5078
2020-05-01,immediate,tot,90847
2020-05-01,immediate,ur,281
2020-05-01,immediate,vd,11722
2020-05-01,immediate,vs,7055
2020-05-01,immediate,zg,749
2020-05-01,immediate,zh,16991
2020-05-01,tot,ag,13948
2020-05-01,tot,ai,113
2020-05-01,tot,ar,849
2020-05-01,tot,be,11952
2020-05-01,tot,bl,4619
2020-05-01,tot,bs,3659
2020-05-01,tot,fr,7381
2020-05-01,tot,ge,14664
2020-05-01,tot,gl,550
2020-05-01,tot,gr,3585
2020-05-01,tot,ju,1984
2020-05-01,tot,lu,5623
2020-05-01,tot,ne,5320
2020-05-01,tot,nw,446
2020-05-01,tot,ow,330
2020-05-01,tot,sg,9922
2020-05-01,tot,sh,1643
2020-05-01,tot,so,5008
2020-05-01,tot,sz,2045
2020-05-01,tot,tg,5002
2020-05-01,tot,ti,10037
2020-05-01,tot,tot,177677
2020-05-01,tot,ur,416
2020-05-01,tot,vd,23151
2020-05-01,tot,vs,10093
2020-05-01,tot,zg,2127
2020-05-01,tot,zh,32890
2020-05-02,immediate,ag,6712
2020-05-02,immediate,ai,73
2020-05-02,immediate,ar,326
2020-05-02,immediate,be,5524
2020-05-02,immediate,bl,1878
2020-05-02,immediate,bs,2247
2020-05-02,immediate,fr,4146
2020-05-02,immediate,ge,9088
2020-05-02,immediate,gl,231
2020-05-02,immediate,gr,2356
2020-05-02,immediate,ju,1244
2020-05-02,immediate,lu,2567
2020-05-02,immediate,ne,3236
2020-05-02,immediate,nw,173
2020-05-02,immediate,ow,118
2020-05-02,immediate,sg,3446
2020-05-02,immediate,sh,609
2020-05-02,immediate,so,1994
2020-05-02,immediate,sz,915
2020-05-02,immediate,tg,1927
2020-05-02,immediate,ti,5078
2020-05-02,immediate,tot,90864
2020-05-02,immediate,ur,283
2020-05-02,immediate,vd,11735
2020-05-02,immediate,vs,7053
2020-05-02,immediate,zg,750
2020-05-02,immediate,zh,16990
2020-05-02,tot,ag,13968
2020-05-02,tot,ai,114
2020-05-02,tot,ar,849
2020-05-02,tot,be,11982
2020-05-02,tot,bl,4619
2020-05-02,tot,bs,3659
2020-05-02,tot,fr,7381
2020-05-02,tot,ge,14661
2020-05-02,tot,gl,549
2020-05-02,tot,gr,3576
2020-05-02,tot,ju,1984
2020-05-02,tot,lu,5641
2020-05-02,tot,ne,5319
2020-05-02,tot,nw,447
2020-05-02,tot,ow,332
2020-05-02,tot,sg,9932
2020-05-02,tot,sh,1643
2020-05-02,tot,so,5018
2020-05-02,tot,sz,2048
2020-05-02,tot,tg,5002
2020-05-02,tot,ti,10036
2020-05-02,tot,tot,177776
2020-05-02,tot,ur,418
2020-05-02,tot,vd,23189
2020-05-02,tot,vs,10076
2020-05-02,tot,zg,2129
2020-05-02,tot,zh,32883
2020-05-03,immediate,ag,6713
2020-05-03,immediate,ai,73
2020-05-03,immediate,ar,326
2020-05-03,immediate,be,5524
2020-05-03,immediate,bl,1877
2020-05-03,immediate,bs,2243
2020-05-03,immediate,fr,4147
2020-05-03,immediate,ge,9086
2020-05-03,immediate,gl,231
2020-05-03,immediate,gr,2355
2020-05-03,immediate,ju,1244
2020-05-03,immediate,lu,2569
2020-05-03,immediate,ne,3233
2020-05-03,immediate,nw,173
2020-05-03,immediate,ow,118
2020-05-03,immediate,sg,3443
2020-05-03,immediate,sh,609
2020-05-03,immediate,so,1992
2020-05-03,immediate,sz,914
2020-05-03,immediate,tg,1928
2020-05-03,immediate,ti,5075
2020-05-03,immediate,tot,90824
2020-05-03,immediate,ur,283
2020-05-03,immediate,vd,11732
2020-05-03,immediate,vs,7046
2020-05-03,immediate,zg,750
2020-05-03,immediate,zh,16975
2020-05-03,tot,ag,13970
2020-05-03,tot,ai,114
2020-05-03,tot,ar,848
2020-05-03,tot,be,11981
2020-05-03,tot,bl,4617
2020-05-03,tot,bs,3652
2020-05-03,tot,fr,7381
2020-05-03,tot,ge,14656
2020-05-03,tot,gl,549
2020-05-03,tot,gr,3575
2020-05-03,tot,ju,1984
2020-05-03,tot,lu,5643
2020-05-03,tot,ne,5315
2020-05-03,tot,nw,447
2020-05-03,tot,ow,332
2020-05-03,tot,sg,9923
2020-05-03,tot,sh,1643
2020-05-03,tot,so,5016
2020-05-03,tot,sz,2047
2020-05-03,tot,tg,5000
2020-05-03,tot,ti,10031
2020-05-03,tot,tot,177690
2020-05-03,tot,ur,418
2020-05-03,tot,vd,23183
2020-05-03,tot,vs,10066
2020-05-03,tot,zg,2127
2020-05-03,tot,zh,32851
2020-05-04,immediate,ag,6713
2020-05-04,immediate,ai,73
2020-05-04,immediate,ar,326
2020-05-04,immediate,be,5524
2020-05-04,immediate,bl,1877
2020-05-04,immediate,bs,2243
2020-05-04,immediate,fr,4145
2020-05-04,immediate,ge,9085
2020-05-04,immediate,gl,231
2020-05-04,immediate,gr,2355
2020-05-04,immediate,ju,1244
2020-05-04,immediate,lu,2568
2020-05-04,immediate,ne,3234
2020-05-04,immediate,nw,173
2020-05-04,immediate,ow,118
2020-05-04,immediate,sg,3442
2020-05-04,immediate,sh,609
2020-05-04,immediate,so,1992
2020-05-04,immediate,sz,914
2020-05-04,immediate,tg,1928
2020-05-04,immediate,ti,5074
2020-05-04,immediate,tot,90807
2020-05-04,immediate,ur,283
2020-05-04,immediate,vd,11732
2020-05-04,immediate,vs,7038
2020-05-04,immediate,zg,750
2020-05-04,immediate,zh,16971
2020-05-04,tot,ag,13968
2020-05-04,tot,ai,114
2020-05-04,tot,ar,848
2020-05-04,tot,be,11981
