time,sa,value
2014-07-08,nsa,139.3
2014-07-08,sa,96.8
2014-07-09,nsa,138.8
2014-07-09,sa,96.6
2014-07-10,nsa,136
2014-07-10,sa,97.4
2014-07-11,nsa,114.7
2014-07-11,sa,97.4
2014-07-12,nsa,35.2
2014-07-12,sa,94.8
2014-07-13,nsa,14
2014-07-13,sa,98
2014-07-14,nsa,122.7
2014-07-14,sa,97
2014-07-15,nsa,137.4
2014-07-15,sa,96.9
2014-07-16,nsa,137.5
2014-07-16,sa,97
2014-07-17,nsa,133.9
2014-07-17,sa,97
2014-07-18,nsa,112.6
2014-07-18,sa,97
2014-07-19,nsa,34.6
2014-07-19,sa,96.2
2014-07-20,nsa,14.2
2014-07-20,sa,99.3
2014-07-21,nsa,118.8
2014-07-21,sa,96.3
2014-07-22,nsa,135.8
2014-07-22,sa,97.7
2014-07-23,nsa,136.1
2014-07-23,sa,98
2014-07-24,nsa,131.7
2014-07-24,sa,97.7
2014-07-25,nsa,110.9
2014-07-25,sa,97.8
2014-07-26,nsa,33.6
2014-07-26,sa,96.7
2014-07-27,nsa,13.9
2014-07-27,sa,100.3
2014-07-28,nsa,117.2
2014-07-28,sa,97.3
2014-07-29,nsa,132.9
2014-07-29,sa,97.5
2014-07-30,nsa,132.2
2014-07-30,sa,97.1
2014-07-31,nsa,127
2014-07-31,sa,96.9
2014-08-01,nsa,106.8
2014-08-01,sa,97.3
2014-08-02,nsa,31.4
2014-08-02,sa,98.1
2014-08-03,nsa,13.3
2014-08-03,sa,99.1
2014-08-04,nsa,112.7
2014-08-04,sa,96
2014-08-05,nsa,128.4
2014-08-05,sa,96.2
2014-08-06,nsa,127.9
2014-08-06,sa,95.8
2014-08-07,nsa,122.8
2014-08-07,sa,94.9
2014-08-08,nsa,103.5
2014-08-08,sa,95.6
2014-08-09,nsa,30.9
2014-08-09,sa,98
2014-08-10,nsa,13.2
2014-08-10,sa,98.9
2014-08-11,nsa,111.6
2014-08-11,sa,95.8
2014-08-12,nsa,126.6
2014-08-12,sa,95.7
2014-08-13,nsa,125.5
2014-08-13,sa,94.2
2014-08-14,nsa,117.3
2014-08-14,sa,92.7
2014-08-15,nsa,89.5
2014-08-15,sa,94.3
2014-08-16,nsa,26
2014-08-16,sa,99.4
2014-08-17,nsa,12.1
2014-08-17,sa,99
2014-08-18,nsa,109.2
2014-08-18,sa,92.7
2014-08-19,nsa,127.4
2014-08-19,sa,95
2014-08-20,nsa,129.6
2014-08-20,sa,95.9
2014-08-21,nsa,125.1
2014-08-21,sa,95.3
2014-08-22,nsa,106.6
2014-08-22,sa,96.3
2014-08-23,nsa,32.8
2014-08-23,sa,95.5
2014-08-24,nsa,13.9
2014-08-24,sa,98.2
2014-08-25,nsa,116.5
2014-08-25,sa,96.6
2014-08-26,nsa,132.1
2014-08-26,sa,96.1
2014-08-27,nsa,133.9
2014-08-27,sa,96.6
2014-08-28,nsa,129.9
2014-08-28,sa,95.9
2014-08-29,nsa,110.3
2014-08-29,sa,96.5
2014-08-30,nsa,34.9
2014-08-30,sa,93.8
2014-08-31,nsa,14.2
2014-08-31,sa,98.4
2014-09-01,nsa,119.4
2014-09-01,sa,96.6
2014-09-02,nsa,137
2014-09-02,sa,97.2
2014-09-03,nsa,138.2
2014-09-03,sa,96.7
2014-09-04,nsa,134.6
2014-09-04,sa,97.1
2014-09-05,nsa,113.8
2014-09-05,sa,97
2014-09-06,nsa,41.6
2014-09-06,sa,96.7
2014-09-07,nsa,14.2
2014-09-07,sa,96.4
2014-09-08,nsa,121.1
2014-09-08,sa,96.6
2014-09-09,nsa,138.1
2014-09-09,sa,96.4
2014-09-10,nsa,140.2
2014-09-10,sa,97.3
2014-09-11,nsa,135.8
2014-09-11,sa,96.9
2014-09-12,nsa,114.9
2014-09-12,sa,96.8
2014-09-13,nsa,42.9
2014-09-13,sa,97.3
2014-09-14,nsa,14.4
2014-09-14,sa,96.8
2014-09-15,nsa,122.7
2014-09-15,sa,96.9
2014-09-16,nsa,140.5
2014-09-16,sa,97.3
2014-09-17,nsa,141.1
2014-09-17,sa,96.7
2014-09-18,nsa,137.1
2014-09-18,sa,96.9
2014-09-19,nsa,116.4
2014-09-19,sa,96.9
2014-09-20,nsa,43.3
2014-09-20,sa,96.6
2014-09-21,nsa,14.5
2014-09-21,sa,96.8
2014-09-22,nsa,123.3
2014-09-22,sa,96.8
2014-09-23,nsa,141.6
2014-09-23,sa,96.8
2014-09-24,nsa,142.3
2014-09-24,sa,97
2014-09-25,nsa,138.6
2014-09-25,sa,97.1
2014-09-26,nsa,117.1
2014-09-26,sa,96.6
2014-09-27,nsa,43.5
2014-09-27,sa,96.5
2014-09-28,nsa,14.9
2014-09-28,sa,96.5
2014-09-29,nsa,124.8
2014-09-29,sa,97.1
2014-09-30,nsa,144.3
2014-09-30,sa,97.1
2014-10-01,nsa,146.4
2014-10-01,sa,97.3
2014-10-02,nsa,126.9
2014-10-02,sa,92.8
2014-10-03,nsa,25.2
2014-10-03,sa,93.1
2014-10-04,nsa,41.4
2014-10-04,sa,93.3
2014-10-05,nsa,15.2
2014-10-05,sa,92.4
2014-10-06,nsa,129.4
2014-10-06,sa,98.2
2014-10-07,nsa,146
2014-10-07,sa,96.9
2014-10-08,nsa,145
2014-10-08,sa,96.6
2014-10-09,nsa,140.1
2014-10-09,sa,97.3
2014-10-10,nsa,119
2014-10-10,sa,97.5
2014-10-11,nsa,44.1
2014-10-11,sa,96.9
2014-10-12,nsa,14.7
2014-10-12,sa,96.6
2014-10-13,nsa,125.5
2014-10-13,sa,96.6
2014-10-14,nsa,143.8
2014-10-14,sa,97.3
2014-10-15,nsa,143.4
2014-10-15,sa,97.1
2014-10-16,nsa,139
2014-10-16,sa,96.5
2014-10-17,nsa,117.9
2014-10-17,sa,96.7
2014-10-18,nsa,43.5
2014-10-18,sa,96.6
2014-10-19,nsa,14.5
2014-10-19,sa,96.5
2014-10-20,nsa,124.8
2014-10-20,sa,96.3
2014-10-21,nsa,142.9
2014-10-21,sa,96.3
2014-10-22,nsa,142.6
2014-10-22,sa,96.2
2014-10-23,nsa,139.1
2014-10-23,sa,96.1
2014-10-24,nsa,116.7
2014-10-24,sa,95.9
2014-10-25,nsa,43.3
2014-10-25,sa,96.2
2014-10-26,nsa,14.9
2014-10-26,sa,98
2014-10-27,nsa,125.3
2014-10-27,sa,96.6
2014-10-28,nsa,143.3
2014-10-28,sa,95.7
2014-10-29,nsa,142.5
2014-10-29,sa,95.4
2014-10-30,nsa,136
2014-10-30,sa,97.3
2014-10-31,nsa,96.3
2014-10-31,sa,96.3
2014-11-01,nsa,26
2014-11-01,sa,99.7
2014-11-02,nsa,14
2014-11-02,sa,98.7
2014-11-03,nsa,130.7
2014-11-03,sa,99
2014-11-04,nsa,145.2
2014-11-04,sa,95.6
2014-11-05,nsa,145.3
2014-11-05,sa,96.7
2014-11-06,nsa,140.5
2014-11-06,sa,96
2014-11-07,nsa,119.4
2014-11-07,sa,96.1
2014-11-08,nsa,44.8
2014-11-08,sa,96.3
2014-11-09,nsa,14.9
2014-11-09,sa,96
2014-11-10,nsa,124.9
2014-11-10,sa,95.5
2014-11-11,nsa,143.2
2014-11-11,sa,95.9
2014-11-12,nsa,136.7
2014-11-12,sa,93.6
2014-11-13,nsa,139
2014-11-13,sa,95.8
2014-11-14,nsa,119.5
2014-11-14,sa,97.2
2014-11-15,nsa,43.9
2014-11-15,sa,96.7
2014-11-16,nsa,15.1
2014-11-16,sa,97.5
2014-11-17,nsa,127.3
2014-11-17,sa,97.1
2014-11-18,nsa,142.3
2014-11-18,sa,96.1
2014-11-19,nsa,143.4
2014-11-19,sa,95.1
2014-11-20,nsa,141.2
2014-11-20,sa,97.4
2014-11-21,nsa,119.3
2014-11-21,sa,96.9
2014-11-22,nsa,44.3
2014-11-22,sa,96.9
2014-11-23,nsa,15.2
2014-11-23,sa,96.9
2014-11-24,nsa,127.1
2014-11-24,sa,96.9
2014-11-25,nsa,144.7
2014-11-25,sa,97.5
2014-11-26,nsa,146.1
2014-11-26,sa,97.3
2014-11-27,nsa,142.1
2014-11-27,sa,97.5
2014-11-28,nsa,119.7
2014-11-28,sa,96.8
2014-11-29,nsa,44.5
2014-11-29,sa,97.1
2014-11-30,nsa,15.4
2014-11-30,sa,97.6
2014-12-01,nsa,127.7
2014-12-01,sa,97.3
2014-12-02,nsa,145.2
2014-12-02,sa,97.7
2014-12-03,nsa,146.5
2014-12-03,sa,97.6
2014-12-04,nsa,142.3
2014-12-04,sa,97
2014-12-05,nsa,121.2
2014-12-05,sa,97.8
2014-12-06,nsa,45.2
2014-12-06,sa,97.8
2014-12-07,nsa,15.4
2014-12-07,sa,97.4
2014-12-08,nsa,125.6
2014-12-08,sa,96.3
2014-12-09,nsa,144.3
2014-12-09,sa,97.5
2014-12-10,nsa,146.6
2014-12-10,sa,98.3
2014-12-11,nsa,143
2014-12-11,sa,98
2014-12-12,nsa,121.6
2014-12-12,sa,97.9
2014-12-13,nsa,47.3
2014-12-13,sa,98.4
2014-12-14,nsa,16.4
2014-12-14,sa,97.2
2014-12-15,nsa,128.3
2014-12-15,sa,96.6
2014-12-16,nsa,145.4
2014-12-16,sa,97
2014-12-17,nsa,145.6
2014-12-17,sa,96.5
2014-12-18,nsa,138.9
2014-12-18,sa,94.8
2014-12-19,nsa,112.5
2014-12-19,sa,93.4
2014-12-20,nsa,43.4
2014-12-20,sa,103.1
2014-12-21,nsa,14.9
2014-12-21,sa,72.7
2014-12-22,nsa,86.8
2014-12-22,sa,98.9
2014-12-23,nsa,74.5
2014-12-23,sa,98.9
2014-12-24,nsa,20.2
2014-12-24,sa,85.1
2014-12-25,nsa,3.4
2014-12-25,sa,88.5
2014-12-26,nsa,6
2014-12-26,sa,94.3
2014-12-27,nsa,14.4
2014-12-27,sa,93
2014-12-28,nsa,10.4
2014-12-28,sa,100.9
2014-12-29,nsa,56.8
2014-12-29,sa,101.3
2014-12-30,nsa,56.8
2014-12-30,sa,100.2
2014-12-31,nsa,20.6
2014-12-31,sa,86.4
2015-01-01,nsa,7.4
2015-01-01,sa,85
2015-01-02,nsa,43.2
2015-01-02,sa,83.1
2015-01-03,nsa,23.5
2015-01-03,sa,77.4
2015-01-04,nsa,11.6
2015-01-04,sa,74.5
2015-01-05,nsa,88.8
2015-01-05,sa,104.9
2015-01-06,nsa,95.7
2015-01-06,sa,105.2
2015-01-07,nsa,116.5
2015-01-07,sa,90.8
2015-01-08,nsa,124.1
2015-01-08,sa,94.6
2015-01-09,nsa,108.3
2015-01-09,sa,97
2015-01-10,nsa,43.6
2015-01-10,sa,102.7
2015-01-11,nsa,15.7
2015-01-11,sa,100.6
2015-01-12,nsa,120.8
2015-01-12,sa,97.8
2015-01-13,nsa,138.6
2015-01-13,sa,99
2015-01-14,nsa,139.9
2015-01-14,sa,98.7
2015-01-15,nsa,135.5
2015-01-15,sa,99.2
2015-01-16,nsa,115.1
2015-01-16,sa,99.4
2015-01-17,nsa,42.1
2015-01-17,sa,99.4
2015-01-18,nsa,15.2
2015-01-18,sa,98.9
2015-01-19,nsa,123.5
2015-01-19,sa,99.5
2015-01-20,nsa,140.3
2015-01-20,sa,99.1
2015-01-21,nsa,140.2
2015-01-21,sa,99.5
2015-01-22,nsa,135
2015-01-22,sa,98.5
2015-01-23,nsa,114.1
2015-01-23,sa,98.6
2015-01-24,nsa,40.6
2015-01-24,sa,98
2015-01-25,nsa,15
2015-01-25,sa,98.4
2015-01-26,nsa,122.6
2015-01-26,sa,98.8
2015-01-27,nsa,139.8
2015-01-27,sa,99
2015-01-28,nsa,140.2
2015-01-28,sa,99
2015-01-29,nsa,134.2
2015-01-29,sa,97.9
2015-01-30,nsa,111.3
2015-01-30,sa,97
2015-01-31,nsa,43.1
2015-01-31,sa,100.5
2015-02-01,nsa,15
2015-02-01,sa,98.4
2015-02-02,nsa,120.8
2015-02-02,sa,97.7
2015-02-03,nsa,139.3
2015-02-03,sa,98.2
2015-02-04,nsa,139
2015-02-04,sa,97.7
2015-02-05,nsa,134.9
2015-02-05,sa,98.4
2015-02-06,nsa,112.3
2015-02-06,sa,98.5
2015-02-07,nsa,41
2015-02-07,sa,98.6
2015-02-08,nsa,14.7
2015-02-08,sa,98
2015-02-09,nsa,120.9
2015-02-09,sa,98
2015-02-10,nsa,139.2
2015-02-10,sa,97.9
2015-02-11,nsa,139.8
2015-02-11,sa,98.2
2015-02-12,nsa,134.8
2015-02-12,sa,98.1
2015-02-13,nsa,112.5
2015-02-13,sa,98.5
2015-02-14,nsa,40.5
2015-02-14,sa,98.1
2015-02-15,nsa,14.2
2015-02-15,sa,98
2015-02-16,nsa,114.9
2015-02-16,sa,99.3
2015-02-17,nsa,135.2
2015-02-17,sa,98
2015-02-18,nsa,138.4
2015-02-18,sa,96.2
2015-02-19,nsa,135.1
2015-02-19,sa,97.6
2015-02-20,nsa,113
2015-02-20,sa,97.4
2015-02-21,nsa,41.5
2015-02-21,sa,97.8
2015-02-22,nsa,14.9
2015-02-22,sa,98.1
2015-02-23,nsa,122.9
2015-02-23,sa,97.9
2015-02-24,nsa,141.4
2015-02-24,sa,98.1
2015-02-25,nsa,141.5
2015-02-25,sa,97.9
2015-02-26,nsa,136.7
2015-02-26,sa,97.9
2015-02-27,nsa,115.3
2015-02-27,sa,98.2
2015-02-28,nsa,42.8
2015-02-28,sa,99
2015-03-01,nsa,15.1
2015-03-01,sa,98.5
2015-03-02,nsa,124.9
2015-03-02,sa,98.5
2015-03-03,nsa,142.6
2015-03-03,sa,97.9
2015-03-04,nsa,143.5
2015-03-04,sa,98.1
2015-03-05,nsa,139.1
2015-03-05,sa,98.4
2015-03-06,nsa,117.2
2015-03-06,sa,98.1
2015-03-07,nsa,42.5
2015-03-07,sa,98
2015-03-08,nsa,15
2015-03-08,sa,98.5
2015-03-09,nsa,126.3
2015-03-09,sa,98.4
2015-03-10,nsa,143.7
2015-03-10,sa,98.2
2015-03-11,nsa,144.5
2015-03-11,sa,98.2
2015-03-12,nsa,141.2
2015-03-12,sa,99.7
2015-03-13,nsa,119.7
2015-03-13,sa,99
2015-03-14,nsa,43.4
2015-03-14,sa,98.2
2015-03-15,nsa,15.2
2015-03-15,sa,98.4
2015-03-16,nsa,127.9
2015-03-16,sa,98.9
2015-03-17,nsa,146
2015-03-17,sa,98.7
2015-03-18,nsa,146.8
2015-03-18,sa,98.7
2015-03-19,nsa,143.5
2015-03-19,sa,98.7
2015-03-20,nsa,121.2
2015-03-20,sa,98.8
2015-03-21,nsa,44.5
2015-03-21,sa,97.6
2015-03-22,nsa,15.3
2015-03-22,sa,97.5
2015-03-23,nsa,129.5
2015-03-23,sa,98.4
2015-03-24,nsa,148.2
2015-03-24,sa,99.9
2015-03-25,nsa,148.9
2015-03-25,sa,99.9
2015-03-26,nsa,144.7
2015-03-26,sa,98.5
2015-03-27,nsa,123.4
2015-03-27,sa,99.5
2015-03-28,nsa,48
2015-03-28,sa,101.7
2015-03-29,nsa,16.5
2015-03-29,sa,98.7
2015-03-30,nsa,131.1
2015-03-30,sa,100.5
2015-03-31,nsa,146.7
2015-03-31,sa,97.8
2015-04-01,nsa,145.8
2015-04-01,sa,94.9
2015-04-02,nsa,123.3
2015-04-02,sa,96.9
2015-04-03,nsa,24.1
2015-04-03,sa,100.5
2015-04-04,nsa,31.5
2015-04-04,sa,100.5
2015-04-05,nsa,5.7
2015-04-05,sa,97.6
2015-04-06,nsa,12.3
2015-04-06,sa,96.7
2015-04-07,nsa,127.8
2015-04-07,sa,98
2015-04-08,nsa,150.9
2015-04-08,sa,100.3
2015-04-09,nsa,147.6
2015-04-09,sa,100.4
2015-04-10,nsa,126.4
2015-04-10,sa,100.8
2015-04-11,nsa,50.1
2015-04-11,sa,101.3
2015-04-12,nsa,15.9
2015-04-12,sa,97.5
2015-04-13,nsa,127.6
2015-04-13,sa,96.7
2015-04-14,nsa,147
2015-04-14,sa,97.7
2015-04-15,nsa,147.1
2015-04-15,sa,97.2
2015-04-16,nsa,143.3
2015-04-16,sa,96.9
2015-04-17,nsa,122.1
2015-04-17,sa,98.9
2015-04-18,nsa,45.1
2015-04-18,sa,97.9
2015-04-19,nsa,15.4
2015-04-19,sa,98.1
2015-04-20,nsa,129.4
2015-04-20,sa,97.5
2015-04-21,nsa,148.5
2015-04-21,sa,97.6
2015-04-22,nsa,148.6
2015-04-22,sa,98.8
2015-04-23,nsa,145.5
2015-04-23,sa,98.9
2015-04-24,nsa,123.6
2015-04-24,sa,97.9
2015-04-25,nsa,47.3
2015-04-25,sa,96.7
2015-04-26,nsa,16.2
2015-04-26,sa,98.4
2015-04-27,nsa,131
2015-04-27,sa,99.4
2015-04-28,nsa,149.5
2015-04-28,sa,99.8
2015-04-29,nsa,151.7
2015-04-29,sa,101.7
2015-04-30,nsa,124.3
2015-04-30,sa,89.4
2015-05-01,nsa,25.1
2015-05-01,sa,91.3
2015-05-02,nsa,33.8
2015-05-02,sa,92.5
2015-05-03,nsa,14.4
2015-05-03,sa,99.4
2015-05-04,nsa,129
2015-05-04,sa,99.6
2015-05-05,nsa,149.3
2015-05-05,sa,97.2
2015-05-06,nsa,149
2015-05-06,sa,100.1
2015-05-07,nsa,146.2
2015-05-07,sa,100.3
2015-05-08,nsa,126.7
2015-05-08,sa,100.9
2015-05-09,nsa,48.4
2015-05-09,sa,100.7
2015-05-10,nsa,16.4
2015-05-10,sa,100.7
2015-05-11,nsa,132.2
2015-05-11,sa,99.6
2015-05-12,nsa,153.1
2015-05-12,sa,102.1
2015-05-13,nsa,136.5
2015-05-13,sa,100.3
2015-05-14,nsa,32.7
2015-05-14,sa,94.9
2015-05-15,nsa,105.6
2015-05-15,sa,97.2
2015-05-16,nsa,45.7
2015-05-16,sa,96.2
2015-05-17,nsa,15.7
2015-05-17,sa,99.5
2015-05-18,nsa,132.2
2015-05-18,sa,99.7
2015-05-19,nsa,152
2015-05-19,sa,100.1
2015-05-20,nsa,151.3
2015-05-20,sa,99.6
2015-05-21,nsa,147.9
2015-05-21,sa,99.9
2015-05-22,nsa,123.9
2015-05-22,sa,98.7
2015-05-23,nsa,47.9
2015-05-23,sa,98.3
2015-05-24,nsa,8.1
2015-05-24,sa,99.8
2015-05-25,nsa,15
2015-05-25,sa,95.9
2015-05-26,nsa,139.8
2015-05-26,sa,101.8
2015-05-27,nsa,157.3
2015-05-27,sa,105
2015-05-28,nsa,151.2
2015-05-28,sa,103.4
2015-05-29,nsa,128.2
2015-05-29,sa,104.1
2015-05-30,nsa,50.9
2015-05-30,sa,104.5
2015-05-31,nsa,16.3
2015-05-31,sa,100.9
2015-06-01,nsa,131.9
2015-06-01,sa,100.9
2015-06-02,nsa,152.8
2015-06-02,sa,101.6
2015-06-03,nsa,140.8
2015-06-03,sa,98.5
2015-06-04,nsa,66.5
2015-06-04,sa,95.5
2015-06-05,nsa,113.3
2015-06-05,sa,97.4
2015-06-06,nsa,44.6
2015-06-06,sa,99.4
2015-06-07,nsa,15.2
2015-06-07,sa,98.9
2015-06-08,nsa,129.3
2015-06-08,sa,98.4
2015-06-09,nsa,149.8
2015-06-09,sa,99.2
2015-06-10,nsa,150.1
2015-06-10,sa,99.3
2015-06-11,nsa,144.6
2015-06-11,sa,99.3
2015-06-12,nsa,122.6
2015-06-12,sa,98.9
2015-06-13,nsa,44.7
2015-06-13,sa,97.8
2015-06-14,nsa,15.7
2015-06-14,sa,99.2
2015-06-15,nsa,128.9
2015-06-15,sa,99
2015-06-16,nsa,148.1
2015-06-16,sa,99.4
2015-06-17,nsa,148.2
2015-06-17,sa,98.2
2015-06-18,nsa,142.5
2015-06-18,sa,98.8
2015-06-19,nsa,120.3
2015-06-19,sa,99.6
2015-06-20,nsa,44.4
2015-06-20,sa,100.1
2015-06-21,nsa,15.3
2015-06-21,sa,99.1
2015-06-22,nsa,127.6
2015-06-22,sa,99.4
2015-06-23,nsa,147.1
2015-06-23,sa,99.7
2015-06-24,nsa,147.4
2015-06-24,sa,99.3
2015-06-25,nsa,141.8
2015-06-25,sa,99.6
2015-06-26,nsa,118.8
2015-06-26,sa,99.1
2015-06-27,nsa,43.1
2015-06-27,sa,100.1
2015-06-28,nsa,15.3
2015-06-28,sa,99.7
2015-06-29,nsa,126.8
2015-06-29,sa,99.2
2015-06-30,nsa,145.2
2015-06-30,sa,99.5
2015-07-01,nsa,145.4
2015-07-01,sa,99.2
2015-07-02,nsa,140.4
2015-07-02,sa,100.4
2015-07-03,nsa,118.6
2015-07-03,sa,99.6
2015-07-04,nsa,36.1
2015-07-04,sa,95.8
2015-07-05,nsa,15.1
2015-07-05,sa,100.3
2015-07-06,nsa,126.3
2015-07-06,sa,101.4
2015-07-07,nsa,143.7
2015-07-07,sa,101.1
2015-07-08,nsa,145.6
2015-07-08,sa,100.7
2015-07-09,nsa,140.7
2015-07-09,sa,101.3
2015-07-10,nsa,117.7
2015-07-10,sa,100.1
2015-07-11,nsa,36.6
2015-07-11,sa,98.7
2015-07-12,nsa,15
2015-07-12,sa,100.7
2015-07-13,nsa,125.9
2015-07-13,sa,101
2015-07-14,nsa,146
2015-07-14,sa,103
2015-07-15,nsa,143.2
2015-07-15,sa,100.6
2015-07-16,nsa,137.8
2015-07-16,sa,100.3
2015-07-17,nsa,116
2015-07-17,sa,100.1
2015-07-18,nsa,35.1
2015-07-18,sa,99.2
2015-07-19,nsa,14.6
2015-07-19,sa,101.4
2015-07-20,nsa,123.7
2015-07-20,sa,100.5
2015-07-21,nsa,140.9
2015-07-21,sa,101
2015-07-22,nsa,138.8
2015-07-22,sa,99.3
2015-07-23,nsa,135.3
2015-07-23,sa,100.4
2015-07-24,nsa,113.5
2015-07-24,sa,100.4
2015-07-25,nsa,34
2015-07-25,sa,100.3
2015-07-26,nsa,14.2
2015-07-26,sa,102.5
2015-07-27,nsa,121
2015-07-27,sa,100.1
2015-07-28,nsa,137.3
2015-07-28,sa,99.9
2015-07-29,nsa,136.4
2015-07-29,sa,100.1
2015-07-30,nsa,131.4
2015-07-30,sa,100.1
2015-07-31,nsa,109.3
2015-07-31,sa,100.2
2015-08-01,nsa,32.8
2015-08-01,sa,101.8
2015-08-02,nsa,13.9
2015-08-02,sa,102
2015-08-03,nsa,117.3
2015-08-03,sa,100.3
2015-08-04,nsa,133
2015-08-04,sa,98.9
2015-08-05,nsa,132.5
2015-08-05,sa,99.2
2015-08-06,nsa,127.6
2015-08-06,sa,99.3
2015-08-07,nsa,106.9
2015-08-07,sa,99.7
2015-08-08,nsa,32.1
2015-08-08,sa,101.7
2015-08-09,nsa,13.5
2015-08-09,sa,100.3
2015-08-10,nsa,114.7
2015-08-10,sa,99.2
2015-08-11,nsa,132.1
2015-08-11,sa,99.2
2015-08-12,nsa,131.9
2015-08-12,sa,99.4
2015-08-13,nsa,126.5
2015-08-13,sa,98.9
2015-08-14,nsa,105.2
2015-08-14,sa,101.4
2015-08-15,nsa,29.8
2015-08-15,sa,106
2015-08-16,nsa,13
2015-08-16,sa,107.1
2015-08-17,nsa,114.5
2015-08-17,sa,99.9
2015-08-18,nsa,133.4
2015-08-18,sa,99.7
2015-08-19,nsa,134.5
2015-08-19,sa,100.3
2015-08-20,nsa,129.9
2015-08-20,sa,99.9
2015-08-21,nsa,108.6
2015-08-21,sa,99.7
2015-08-22,nsa,33.3
2015-08-22,sa,99.9
2015-08-23,nsa,14.1
2015-08-23,sa,99.9
2015-08-24,nsa,119
2015-08-24,sa,100
2015-08-25,nsa,138.5
2015-08-25,sa,100.7
2015-08-26,nsa,138.8
2015-08-26,sa,100.6
2015-08-27,nsa,134.5
2015-08-27,sa,100.6
2015-08-28,nsa,113.6
2015-08-28,sa,100.3
2015-08-29,nsa,35.8
2015-08-29,sa,97.9
2015-08-30,nsa,14.6
2015-08-30,sa,101.6
2015-08-31,nsa,122.7
2015-08-31,sa,101.4
2015-09-01,nsa,140.7
2015-09-01,sa,98.9
2015-09-02,nsa,142
2015-09-02,sa,99.8
2015-09-03,nsa,138.3
2015-09-03,sa,100.5
2015-09-04,nsa,117.8
2015-09-04,sa,100.9
2015-09-05,nsa,42.7
2015-09-05,sa,100.7
2015-09-06,nsa,15
2015-09-06,sa,100.8
2015-09-07,nsa,125.4
2015-09-07,sa,100.3
2015-09-08,nsa,144.8
2015-09-08,sa,100.7
2015-09-09,nsa,145.1
2015-09-09,sa,101.2
2015-09-10,nsa,139.4
2015-09-10,sa,100
2015-09-11,nsa,118.3
2015-09-11,sa,100.1
2015-09-12,nsa,43.4
2015-09-12,sa,100.2
2015-09-13,nsa,14.9
2015-09-13,sa,100.3
2015-09-14,nsa,124.9
2015-09-14,sa,99.3
2015-09-15,nsa,145.7
2015-09-15,sa,100.4
2015-09-16,nsa,144.6
2015-09-16,sa,99.4
2015-09-17,nsa,140.9
2015-09-17,sa,100
2015-09-18,nsa,119.1
2015-09-18,sa,100
2015-09-19,nsa,44.7
2015-09-19,sa,100.1
2015-09-20,nsa,15.1
2015-09-20,sa,99.6
2015-09-21,nsa,126.8
2015-09-21,sa,100.3
2015-09-22,nsa,145.3
2015-09-22,sa,99.3
2015-09-23,nsa,146.3
2015-09-23,sa,99.9
2015-09-24,nsa,141.7
2015-09-24,sa,99.6
2015-09-25,nsa,119.7
2015-09-25,sa,99.4
2015-09-26,nsa,44.5
2015-09-26,sa,99
2015-09-27,nsa,15
2015-09-27,sa,99.2
2015-09-28,nsa,127.1
2015-09-28,sa,98.9
2015-09-29,nsa,146.1
2015-09-29,sa,98.9
2015-09-30,nsa,148
2015-09-30,sa,99.6
2015-10-01,nsa,143.8
2015-10-01,sa,98.2
2015-10-02,nsa,118.9
2015-10-02,sa,106.4
2015-10-03,nsa,21.3
2015-10-03,sa,107
2015-10-04,nsa,16.2
2015-10-04,sa,98.7
2015-10-05,nsa,137.4
2015-10-05,sa,104.2
2015-10-06,nsa,149.5
2015-10-06,sa,98.5
2015-10-07,nsa,149
2015-10-07,sa,98.7
2015-10-08,nsa,143.9
2015-10-08,sa,99
2015-10-09,nsa,121.7
2015-10-09,sa,99.9
2015-10-10,nsa,45.5
2015-10-10,sa,99.6
2015-10-11,nsa,15.2
2015-10-11,sa,99.4
2015-10-12,nsa,128.2
2015-10-12,sa,99.3
2015-10-13,nsa,148.5
2015-10-13,sa,99.7
2015-10-14,nsa,147.7
2015-10-14,sa,99.6
2015-10-15,nsa,142.6
2015-10-15,sa,99.5
2015-10-16,nsa,121.3
2015-10-16,sa,99.9
2015-10-17,nsa,45.8
2015-10-17,sa,100.4
2015-10-18,nsa,15.3
2015-10-18,sa,100.4
2015-10-19,nsa,129.3
2015-10-19,sa,100.3
2015-10-20,nsa,149
2015-10-20,sa,100.7
2015-10-21,nsa,149.7
2015-10-21,sa,100.7
2015-10-22,nsa,144
2015-10-22,sa,100.5
2015-10-23,nsa,122.5
2015-10-23,sa,100.4
2015-10-24,nsa,45.4
2015-10-24,sa,100.6
2015-10-25,nsa,15.5
2015-10-25,sa,100.8
2015-10-26,nsa,126.8
2015-10-26,sa,98.5
2015-10-27,nsa,148
2015-10-27,sa,99.5
2015-10-28,nsa,150.8
2015-10-28,sa,99.9
2015-10-29,nsa,144.4
2015-10-29,sa,99.9
2015-10-30,nsa,121.4
2015-10-30,sa,105
2015-10-31,nsa,38.4
2015-10-31,sa,116.1
2015-11-01,nsa,14.5
2015-11-01,sa,113
2015-11-02,nsa,131.2
2015-11-02,sa,103.9
2015-11-03,nsa,151.1
2015-11-03,sa,100.1
2015-11-04,nsa,152.4
2015-11-04,sa,99.3
2015-11-05,nsa,146.9
2015-11-05,sa,100.8
2015-11-06,nsa,125.1
2015-11-06,sa,101.2
2015-11-07,nsa,46.2
2015-11-07,sa,100.2
2015-11-08,nsa,15.7
2015-11-08,sa,100.1
