time,sa,value
2009-05-02,sa,79.6
2009-05-03,nsa,13.4
2009-05-03,sa,85.4
2009-05-04,nsa,113.6
2009-05-04,sa,85.5
2009-05-05,nsa,128.3
2009-05-05,sa,84.7
2009-05-06,nsa,128.5
2009-05-06,sa,85.3
2009-05-07,nsa,124.1
2009-05-07,sa,85.2
2009-05-08,nsa,106.7
2009-05-08,sa,83.2
2009-05-09,nsa,36.6
2009-05-09,sa,83.6
2009-05-10,nsa,13.9
2009-05-10,sa,84.4
2009-05-11,nsa,110.5
2009-05-11,sa,80.7
2009-05-12,nsa,125.1
2009-05-12,sa,81.7
2009-05-13,nsa,127.7
2009-05-13,sa,82.6
2009-05-14,nsa,124.2
2009-05-14,sa,83.9
2009-05-15,nsa,106
2009-05-15,sa,82.5
2009-05-16,nsa,38.5
2009-05-16,sa,83.2
2009-05-17,nsa,14.5
2009-05-17,sa,84
2009-05-18,nsa,115
2009-05-18,sa,84.7
2009-05-19,nsa,130.3
2009-05-19,sa,86.4
2009-05-20,nsa,115.4
2009-05-20,sa,83.6
2009-05-21,nsa,25.2
2009-05-21,sa,90.6
2009-05-22,nsa,83.8
2009-05-22,sa,78.7
2009-05-23,nsa,35
2009-05-23,sa,80.3
2009-05-24,nsa,14
2009-05-24,sa,83.2
2009-05-25,nsa,114.1
2009-05-25,sa,83.7
2009-05-26,nsa,127.2
2009-05-26,sa,83.2
2009-05-27,nsa,128.4
2009-05-27,sa,82.3
2009-05-28,nsa,125
2009-05-28,sa,82.9
2009-05-29,nsa,105.6
2009-05-29,sa,83.1
2009-05-30,nsa,39.1
2009-05-30,sa,83.3
2009-05-31,nsa,6.3
2009-05-31,sa,84.4
2009-06-01,nsa,12.9
2009-06-01,sa,93.4
2009-06-02,nsa,119.6
2009-06-02,sa,89.8
2009-06-03,nsa,130.8
2009-06-03,sa,87.1
2009-06-04,nsa,127.3
2009-06-04,sa,87.6
2009-06-05,nsa,109.2
2009-06-05,sa,88.2
2009-06-06,nsa,40.2
2009-06-06,sa,86.3
2009-06-07,nsa,14.4
2009-06-07,sa,84.5
2009-06-08,nsa,113.2
2009-06-08,sa,85.6
2009-06-09,nsa,128.5
2009-06-09,sa,86.2
2009-06-10,nsa,121.2
2009-06-10,sa,85.4
2009-06-11,nsa,55.9
2009-06-11,sa,88.8
2009-06-12,nsa,95.7
2009-06-12,sa,82.1
2009-06-13,nsa,36.6
2009-06-13,sa,82.7
2009-06-14,nsa,13.7
2009-06-14,sa,82.4
2009-06-15,nsa,111
2009-06-15,sa,83.3
2009-06-16,nsa,125
2009-06-16,sa,83
2009-06-17,nsa,125.3
2009-06-17,sa,82.4
2009-06-18,nsa,121.4
2009-06-18,sa,83
2009-06-19,nsa,103.8
2009-06-19,sa,84.2
2009-06-20,nsa,36.7
2009-06-20,sa,84.1
2009-06-21,nsa,13.7
2009-06-21,sa,83.5
2009-06-22,nsa,109.9
2009-06-22,sa,83.6
2009-06-23,nsa,124.3
2009-06-23,sa,84.2
2009-06-24,nsa,125.1
2009-06-24,sa,84.1
2009-06-25,nsa,121.2
2009-06-25,sa,84.2
2009-06-26,nsa,102.6
2009-06-26,sa,83.8
2009-06-27,nsa,36.3
2009-06-27,sa,84.5
2009-06-28,nsa,13.7
2009-06-28,sa,84.1
2009-06-29,nsa,109.5
2009-06-29,sa,84.1
2009-06-30,nsa,123.7
2009-06-30,sa,84.7
2009-07-01,nsa,125
2009-07-01,sa,84.9
2009-07-02,nsa,121
2009-07-02,sa,85.3
2009-07-03,nsa,103.5
2009-07-03,sa,86
2009-07-04,nsa,31
2009-07-04,sa,81.2
2009-07-05,nsa,13.6
2009-07-05,sa,85
2009-07-06,nsa,109.2
2009-07-06,sa,85.7
2009-07-07,nsa,121.1
2009-07-07,sa,84.7
2009-07-08,nsa,123
2009-07-08,sa,84.5
2009-07-09,nsa,119.6
2009-07-09,sa,85.1
2009-07-10,nsa,100.8
2009-07-10,sa,84.2
2009-07-11,nsa,30.2
2009-07-11,sa,82.6
2009-07-12,nsa,13.1
2009-07-12,sa,84.4
2009-07-13,nsa,107.8
2009-07-13,sa,84.7
2009-07-14,nsa,121.8
2009-07-14,sa,85.4
2009-07-15,nsa,118.6
2009-07-15,sa,83.5
2009-07-16,nsa,116.3
2009-07-16,sa,84.1
2009-07-17,nsa,99.4
2009-07-17,sa,84.3
2009-07-18,nsa,29.5
2009-07-18,sa,83.4
2009-07-19,nsa,12.9
2009-07-19,sa,84.4
2009-07-20,nsa,105.6
2009-07-20,sa,84.4
2009-07-21,nsa,117.1
2009-07-21,sa,84.2
2009-07-22,nsa,117.2
2009-07-22,sa,84.6
2009-07-23,nsa,114.2
2009-07-23,sa,84.6
2009-07-24,nsa,96.8
2009-07-24,sa,84.4
2009-07-25,nsa,28.6
2009-07-25,sa,84.4
2009-07-26,nsa,12.8
2009-07-26,sa,84.7
2009-07-27,nsa,103.9
2009-07-27,sa,85
2009-07-28,nsa,115.2
2009-07-28,sa,84.8
2009-07-29,nsa,115
2009-07-29,sa,85
2009-07-30,nsa,111.4
2009-07-30,sa,84.8
2009-07-31,nsa,95.1
2009-07-31,sa,85.6
2009-08-01,nsa,28.1
2009-08-01,sa,86.2
2009-08-02,nsa,12.6
2009-08-02,sa,86.4
2009-08-03,nsa,101.6
2009-08-03,sa,85.5
2009-08-04,nsa,113.2
2009-08-04,sa,85.5
2009-08-05,nsa,113.4
2009-08-05,sa,85.8
2009-08-06,nsa,109.8
2009-08-06,sa,85.8
2009-08-07,nsa,92.9
2009-08-07,sa,85.1
2009-08-08,nsa,26.8
2009-08-08,sa,86.1
2009-08-09,nsa,12.4
2009-08-09,sa,86.3
2009-08-10,nsa,100.3
2009-08-10,sa,84.8
2009-08-11,nsa,112.1
2009-08-11,sa,85.1
2009-08-12,nsa,111.9
2009-08-12,sa,85
2009-08-13,nsa,109.1
2009-08-13,sa,85.1
2009-08-14,nsa,92.5
2009-08-14,sa,86.9
2009-08-15,nsa,24.8
2009-08-15,sa,89.9
2009-08-16,nsa,11.7
2009-08-16,sa,91.2
2009-08-17,nsa,101.2
2009-08-17,sa,85.8
2009-08-18,nsa,112.8
2009-08-18,sa,85.1
2009-08-19,nsa,114.4
2009-08-19,sa,85.3
2009-08-20,nsa,111.9
2009-08-20,sa,85.2
2009-08-21,nsa,95.5
2009-08-21,sa,85.7
2009-08-22,nsa,28.3
2009-08-22,sa,85.2
2009-08-23,nsa,12.8
2009-08-23,sa,86.9
2009-08-24,nsa,104.5
2009-08-24,sa,84.8
2009-08-25,nsa,117.5
2009-08-25,sa,85.4
2009-08-26,nsa,119.7
2009-08-26,sa,86.1
2009-08-27,nsa,117.4
2009-08-27,sa,86.7
2009-08-28,nsa,100
2009-08-28,sa,86.4
2009-08-29,nsa,30.5
2009-08-29,sa,83.5
2009-08-30,nsa,13.6
2009-08-30,sa,86.9
2009-08-31,nsa,109.3
2009-08-31,sa,87.2
2009-09-01,nsa,121.8
2009-09-01,sa,85.9
2009-09-02,nsa,123.2
2009-09-02,sa,85.9
2009-09-03,nsa,120.3
2009-09-03,sa,85.5
2009-09-04,nsa,103.3
2009-09-04,sa,85.9
2009-09-05,nsa,37.3
2009-09-05,sa,86.7
2009-09-06,nsa,13.7
2009-09-06,sa,85.5
2009-09-07,nsa,109.9
2009-09-07,sa,85.7
2009-09-08,nsa,123.8
2009-09-08,sa,86
2009-09-09,nsa,124.8
2009-09-09,sa,85.7
2009-09-10,nsa,122.4
2009-09-10,sa,86.1
2009-09-11,nsa,104.5
2009-09-11,sa,86
2009-09-12,nsa,37.6
2009-09-12,sa,86
2009-09-13,nsa,13.6
2009-09-13,sa,85.6
2009-09-14,nsa,110.6
2009-09-14,sa,85.5
2009-09-15,nsa,125.3
2009-09-15,sa,85.8
2009-09-16,nsa,127
2009-09-16,sa,86.6
2009-09-17,nsa,123.6
2009-09-17,sa,86
2009-09-18,nsa,105.7
2009-09-18,sa,85.9
2009-09-19,nsa,38.5
2009-09-19,sa,85.4
2009-09-20,nsa,13.6
2009-09-20,sa,85.7
2009-09-21,nsa,111.5
2009-09-21,sa,85.9
2009-09-22,nsa,126.3
2009-09-22,sa,86.1
2009-09-23,nsa,127.5
2009-09-23,sa,85.8
2009-09-24,nsa,123.6
2009-09-24,sa,85.3
2009-09-25,nsa,106.2
2009-09-25,sa,85.4
2009-09-26,nsa,38.9
2009-09-26,sa,85.3
2009-09-27,nsa,13.7
2009-09-27,sa,85.1
2009-09-28,nsa,111.9
2009-09-28,sa,85.1
2009-09-29,nsa,126
2009-09-29,sa,84.7
2009-09-30,nsa,128.6
2009-09-30,sa,85.4
2009-10-01,nsa,126.2
2009-10-01,sa,84.5
2009-10-02,nsa,106.7
2009-10-02,sa,90.8
2009-10-03,nsa,17.8
2009-10-03,sa,91
2009-10-04,nsa,14.4
2009-10-04,sa,85.3
2009-10-05,nsa,120.4
2009-10-05,sa,89.3
2009-10-06,nsa,127.7
2009-10-06,sa,83.7
2009-10-07,nsa,127.6
2009-10-07,sa,83.6
2009-10-08,nsa,124.4
2009-10-08,sa,84
2009-10-09,nsa,106
2009-10-09,sa,84.6
2009-10-10,nsa,38.8
2009-10-10,sa,84.7
2009-10-11,nsa,13.7
2009-10-11,sa,84.8
2009-10-12,nsa,111.8
2009-10-12,sa,84.4
2009-10-13,nsa,125.9
2009-10-13,sa,84.4
2009-10-14,nsa,126.3
2009-10-14,sa,84.4
2009-10-15,nsa,123
2009-10-15,sa,84.5
2009-10-16,nsa,105.2
2009-10-16,sa,84.3
2009-10-17,nsa,38.9
2009-10-17,sa,85.1
2009-10-18,nsa,13.7
2009-10-18,sa,85.1
2009-10-19,nsa,112.7
2009-10-19,sa,85.2
2009-10-20,nsa,126.5
2009-10-20,sa,85.4
2009-10-21,nsa,127.7
2009-10-21,sa,85.5
2009-10-22,nsa,124.2
2009-10-22,sa,85.5
2009-10-23,nsa,106.8
2009-10-23,sa,85.6
2009-10-24,nsa,38.5
2009-10-24,sa,85.3
2009-10-25,nsa,13.6
2009-10-25,sa,85.3
2009-10-26,nsa,109.8
2009-10-26,sa,83.5
2009-10-27,nsa,125.9
2009-10-27,sa,84.8
2009-10-28,nsa,128.7
2009-10-28,sa,85.9
2009-10-29,nsa,123.5
2009-10-29,sa,84.6
2009-10-30,nsa,106.5
2009-10-30,sa,86.4
2009-10-31,nsa,33.3
2009-10-31,sa,96.4
2009-11-01,nsa,13
2009-11-01,sa,93.1
2009-11-02,nsa,112.8
2009-11-02,sa,88
2009-11-03,nsa,127.7
2009-11-03,sa,84.3
2009-11-04,nsa,127
2009-11-04,sa,82.4
2009-11-05,nsa,124.9
2009-11-05,sa,84.3
2009-11-06,nsa,107.1
2009-11-06,sa,84.3
2009-11-07,nsa,38.7
2009-11-07,sa,84.6
2009-11-08,nsa,14
2009-11-08,sa,84.7
2009-11-09,nsa,112.2
2009-11-09,sa,84
2009-11-10,nsa,125.3
2009-11-10,sa,84.2
2009-11-11,nsa,127.5
2009-11-11,sa,85.2
2009-11-12,nsa,118.7
2009-11-12,sa,84.7
2009-11-13,nsa,105.7
2009-11-13,sa,85.1
2009-11-14,nsa,38.8
2009-11-14,sa,85.5
2009-11-15,nsa,14
2009-11-15,sa,85.6
2009-11-16,nsa,113.8
2009-11-16,sa,86.3
2009-11-17,nsa,127.2
2009-11-17,sa,85.3
2009-11-18,nsa,124.3
2009-11-18,sa,82.6
2009-11-19,nsa,124.5
2009-11-19,sa,85.9
2009-11-20,nsa,107.2
2009-11-20,sa,86.1
2009-11-21,nsa,39
2009-11-21,sa,86.1
2009-11-22,nsa,14.3
2009-11-22,sa,85.5
2009-11-23,nsa,113.3
2009-11-23,sa,85.3
2009-11-24,nsa,127.3
2009-11-24,sa,85.2
2009-11-25,nsa,128.5
2009-11-25,sa,85.2
2009-11-26,nsa,125.2
2009-11-26,sa,86.2
2009-11-27,nsa,106.9
2009-11-27,sa,85.7
2009-11-28,nsa,38.8
2009-11-28,sa,85.7
2009-11-29,nsa,14.4
2009-11-29,sa,86.8
2009-11-30,nsa,113.7
2009-11-30,sa,86.3
2009-12-01,nsa,128.6
2009-12-01,sa,86.9
2009-12-02,nsa,129.4
2009-12-02,sa,87.3
2009-12-03,nsa,125.4
2009-12-03,sa,86.6
2009-12-04,nsa,107.9
2009-12-04,sa,85.9
2009-12-05,nsa,39.3
2009-12-05,sa,86.2
2009-12-06,nsa,14.3
2009-12-06,sa,86.4
2009-12-07,nsa,113.7
2009-12-07,sa,86.4
2009-12-08,nsa,127.8
2009-12-08,sa,86.9
2009-12-09,nsa,127.1
2009-12-09,sa,85.2
2009-12-10,nsa,124.6
2009-12-10,sa,86.8
2009-12-11,nsa,108.5
2009-12-11,sa,86.9
2009-12-12,nsa,41.1
2009-12-12,sa,87.6
2009-12-13,nsa,15.3
2009-12-13,sa,86.6
2009-12-14,nsa,115
2009-12-14,sa,86.9
2009-12-15,nsa,129
2009-12-15,sa,86.9
2009-12-16,nsa,130.3
2009-12-16,sa,86.7
2009-12-17,nsa,125
2009-12-17,sa,88.2
2009-12-18,nsa,103.2
2009-12-18,sa,83
2009-12-19,nsa,45
2009-12-19,sa,94.1
2009-12-20,nsa,15.5
2009-12-20,sa,94.4
2009-12-21,nsa,93
2009-12-21,sa,94.4
2009-12-22,nsa,100.9
2009-12-22,sa,101.2
2009-12-23,nsa,77.7
2009-12-23,sa,95.7
2009-12-24,nsa,20.8
2009-12-24,sa,90.4
2009-12-25,nsa,2.7
2009-12-25,sa,90.7
2009-12-26,nsa,3.4
2009-12-26,sa,100.6
2009-12-27,nsa,9.6
2009-12-27,sa,88.9
2009-12-28,nsa,59.9
2009-12-28,sa,96.8
2009-12-29,nsa,62.4
2009-12-29,sa,96.8
2009-12-30,nsa,51.5
2009-12-30,sa,91.7
2009-12-31,nsa,16.4
2009-12-31,sa,87.3
2010-01-01,nsa,4.2
2010-01-01,sa,85.9
2010-01-02,nsa,10.1
2010-01-02,sa,72.7
2010-01-03,nsa,10.1
2010-01-03,sa,69.3
2010-01-04,nsa,78.4
2010-01-04,sa,97.1
2010-01-05,nsa,94
2010-01-05,sa,106.5
2010-01-06,nsa,83
2010-01-06,sa,90.3
2010-01-07,nsa,97
2010-01-07,sa,81.9
2010-01-08,nsa,88.4
2010-01-08,sa,81.8
2010-01-09,nsa,34.2
2010-01-09,sa,88.2
2010-01-10,nsa,14.6
2010-01-10,sa,90
2010-01-11,nsa,98.7
2010-01-11,sa,82
2010-01-12,nsa,116.7
2010-01-12,sa,85.7
2010-01-13,nsa,118.4
2010-01-13,sa,86.2
2010-01-14,nsa,116.1
2010-01-14,sa,85.8
2010-01-15,nsa,99
2010-01-15,sa,85.5
2010-01-16,nsa,36.4
2010-01-16,sa,86.1
2010-01-17,nsa,14.2
2010-01-17,sa,86.4
2010-01-18,nsa,105.6
2010-01-18,sa,86.3
2010-01-19,nsa,120
2010-01-19,sa,86.8
2010-01-20,nsa,121.7
2010-01-20,sa,87.8
2010-01-21,nsa,117.4
2010-01-21,sa,86.8
2010-01-22,nsa,100.5
2010-01-22,sa,86.5
2010-01-23,nsa,36
2010-01-23,sa,85.6
2010-01-24,nsa,13.7
2010-01-24,sa,86
2010-01-25,nsa,105.2
2010-01-25,sa,86.3
2010-01-26,nsa,119.4
2010-01-26,sa,86
2010-01-27,nsa,120
2010-01-27,sa,86.5
2010-01-28,nsa,114.7
2010-01-28,sa,84.1
2010-01-29,nsa,100.5
2010-01-29,sa,86.7
2010-01-30,nsa,38
2010-01-30,sa,87.8
2010-01-31,nsa,14.4
2010-01-31,sa,87.2
2010-02-01,nsa,104.8
2010-02-01,sa,86.2
2010-02-02,nsa,117.4
2010-02-02,sa,85
2010-02-03,nsa,120.2
2010-02-03,sa,87.3
2010-02-04,nsa,118.4
2010-02-04,sa,87.6
2010-02-05,nsa,101.6
2010-02-05,sa,88.1
2010-02-06,nsa,37.3
2010-02-06,sa,88.6
2010-02-07,nsa,14
2010-02-07,sa,88.1
2010-02-08,nsa,107.3
2010-02-08,sa,88
2010-02-09,nsa,120.3
2010-02-09,sa,87.6
2010-02-10,nsa,117.2
2010-02-10,sa,84
2010-02-11,nsa,114.9
2010-02-11,sa,83.9
2010-02-12,nsa,100.4
2010-02-12,sa,87
2010-02-13,nsa,38.7
2010-02-13,sa,89.8
2010-02-14,nsa,13.6
2010-02-14,sa,87.6
2010-02-15,nsa,97.5
2010-02-15,sa,86.5
2010-02-16,nsa,114.4
2010-02-16,sa,85.7
2010-02-17,nsa,119.7
2010-02-17,sa,84.9
2010-02-18,nsa,117.1
2010-02-18,sa,84.9
2010-02-19,nsa,100.1
2010-02-19,sa,86.3
2010-02-20,nsa,36.6
2010-02-20,sa,87.7
2010-02-21,nsa,14
2010-02-21,sa,88
2010-02-22,nsa,108.3
2010-02-22,sa,87.6
2010-02-23,nsa,122.3
2010-02-23,sa,88.2
2010-02-24,nsa,124.2
2010-02-24,sa,88.3
2010-02-25,nsa,121.5
2010-02-25,sa,88.1
2010-02-26,nsa,103.3
2010-02-26,sa,88
2010-02-27,nsa,38.4
2010-02-27,sa,88.3
2010-02-28,nsa,14.2
2010-02-28,sa,87.6
2010-03-01,nsa,110.6
2010-03-01,sa,87.9
2010-03-02,nsa,125.4
2010-03-02,sa,88.1
2010-03-03,nsa,126.5
2010-03-03,sa,88.1
2010-03-04,nsa,123.6
2010-03-04,sa,88.1
2010-03-05,nsa,105.3
2010-03-05,sa,87.9
2010-03-06,nsa,38.6
2010-03-06,sa,88
2010-03-07,nsa,14.6
2010-03-07,sa,88
2010-03-08,nsa,111.4
2010-03-08,sa,88.1
2010-03-09,nsa,125.5
2010-03-09,sa,88.2
2010-03-10,nsa,126.7
2010-03-10,sa,87.5
2010-03-11,nsa,123.8
2010-03-11,sa,87.3
2010-03-12,nsa,106.9
2010-03-12,sa,89.1
2010-03-13,nsa,38.5
2010-03-13,sa,87.6
2010-03-14,nsa,14
2010-03-14,sa,88
2010-03-15,nsa,112.1
2010-03-15,sa,87.3
2010-03-16,nsa,126.7
2010-03-16,sa,88
2010-03-17,nsa,130
2010-03-17,sa,88.2
2010-03-18,nsa,127.1
2010-03-18,sa,88.2
2010-03-19,nsa,109.7
2010-03-19,sa,88.2
2010-03-20,nsa,40.3
2010-03-20,sa,87.9
2010-03-21,nsa,14.6
2010-03-21,sa,88.4
2010-03-22,nsa,115.5
2010-03-22,sa,89.8
2010-03-23,nsa,130.4
2010-03-23,sa,90.3
2010-03-24,nsa,132.7
2010-03-24,sa,89.7
2010-03-25,nsa,130.6
2010-03-25,sa,90.1
2010-03-26,nsa,112.8
2010-03-26,sa,90.7
2010-03-27,nsa,43.7
2010-03-27,sa,90.4
2010-03-28,nsa,15.7
2010-03-28,sa,89.3
2010-03-29,nsa,119.1
2010-03-29,sa,90.7
2010-03-30,nsa,135.4
2010-03-30,sa,93.2
2010-03-31,nsa,135
2010-03-31,sa,90.9
2010-04-01,nsa,115.5
2010-04-01,sa,91.9
2010-04-02,nsa,20.3
2010-04-02,sa,95.9
2010-04-03,nsa,25.8
2010-04-03,sa,89
2010-04-04,nsa,4.4
2010-04-04,sa,89.1
2010-04-05,nsa,11.9
2010-04-05,sa,99.8
2010-04-06,nsa,117.3
2010-04-06,sa,92.7
2010-04-07,nsa,132.8
2010-04-07,sa,88.2
2010-04-08,nsa,134
2010-04-08,sa,90.8
2010-04-09,nsa,116.9
2010-04-09,sa,91.1
2010-04-10,nsa,46.2
2010-04-10,sa,90.9
2010-04-11,nsa,15.3
2010-04-11,sa,89.7
2010-04-12,nsa,117.1
2010-04-12,sa,89.1
2010-04-13,nsa,133.3
2010-04-13,sa,87
2010-04-14,nsa,134.9
2010-04-14,sa,88.2
2010-04-15,nsa,132.5
2010-04-15,sa,89
2010-04-16,nsa,114.1
2010-04-16,sa,89.3
2010-04-17,nsa,41.1
2010-04-17,sa,89.1
2010-04-18,nsa,13.9
2010-04-18,sa,88.4
2010-04-19,nsa,115.2
2010-04-19,sa,87
2010-04-20,nsa,133.4
2010-04-20,sa,89.4
2010-04-21,nsa,135.1
2010-04-21,sa,89.7
2010-04-22,nsa,133.5
2010-04-22,sa,89.8
2010-04-23,nsa,114.2
2010-04-23,sa,89.6
2010-04-24,nsa,42.4
2010-04-24,sa,89.5
2010-04-25,nsa,15.4
2010-04-25,sa,88.4
2010-04-26,nsa,118.7
2010-04-26,sa,88.9
2010-04-27,nsa,135.4
2010-04-27,sa,90.4
2010-04-28,nsa,136.4
2010-04-28,sa,90
2010-04-29,nsa,132.5
2010-04-29,sa,88.6
2010-04-30,nsa,109.6
2010-04-30,sa,94.8
2010-05-01,nsa,16.2
2010-05-01,sa,90.2
2010-05-02,nsa,14.1
2010-05-02,sa,96.4
2010-05-03,nsa,121.2
2010-05-03,sa,93.8
2010-05-04,nsa,130.9
2010-05-04,sa,87.8
2010-05-05,nsa,135.1
2010-05-05,sa,90.1
2010-05-06,nsa,131.7
2010-05-06,sa,90.2
2010-05-07,nsa,115.1
2010-05-07,sa,91.7
2010-05-08,nsa,43.8
2010-05-08,sa,89.5
2010-05-09,nsa,15
2010-05-09,sa,91.4
2010-05-10,nsa,120.3
2010-05-10,sa,91.2
2010-05-11,nsa,138
2010-05-11,sa,93
2010-05-12,nsa,125.5
2010-05-12,sa,93.9
2010-05-13,nsa,28.2
2010-05-13,sa,93.3
2010-05-14,nsa,95.9
2010-05-14,sa,88
2010-05-15,nsa,39.6
2010-05-15,sa,85.5
2010-05-16,nsa,14.5
2010-05-16,sa,88.9
2010-05-17,nsa,120.4
2010-05-17,sa,90.3
2010-05-18,nsa,136.1
2010-05-18,sa,90.7
2010-05-19,nsa,137.2
2010-05-19,sa,90.9
2010-05-20,nsa,134.3
2010-05-20,sa,90.3
2010-05-21,nsa,114.9
2010-05-21,sa,88.4
2010-05-22,nsa,42.8
2010-05-22,sa,90.5
2010-05-23,nsa,6.7
2010-05-23,sa,90.4
2010-05-24,nsa,13.4
2010-05-24,sa,95.2
2010-05-25,nsa,126.6
2010-05-25,sa,96
2010-05-26,nsa,140
2010-05-26,sa,93
2010-05-27,nsa,138.5
2010-05-27,sa,93.7
2010-05-28,nsa,118.8
2010-05-28,sa,93.6
2010-05-29,nsa,45.4
2010-05-29,sa,92
2010-05-30,nsa,15.3
2010-05-30,sa,89.1
2010-05-31,nsa,119.9
2010-05-31,sa,90.4
2010-06-01,nsa,137.5
2010-06-01,sa,91
2010-06-02,nsa,131.1
2010-06-02,sa,91.3
2010-06-03,nsa,61.4
2010-06-03,sa,92.8
2010-06-04,nsa,106.7
2010-06-04,sa,90.5
2010-06-05,nsa,41.6
2010-06-05,sa,89.6
2010-06-06,nsa,14.3
2010-06-06,sa,89.6
2010-06-07,nsa,117.2
2010-06-07,sa,89.2
2010-06-08,nsa,132.7
2010-06-08,sa,89.5
2010-06-09,nsa,134.9
2010-06-09,sa,89.9
2010-06-10,nsa,131.2
2010-06-10,sa,89.4
2010-06-11,nsa,113.2
2010-06-11,sa,89.2
2010-06-12,nsa,41.3
2010-06-12,sa,90.2
2010-06-13,nsa,14.2
2010-06-13,sa,89.1
2010-06-14,nsa,117.6
2010-06-14,sa,89
2010-06-15,nsa,132.9
2010-06-15,sa,89.4
2010-06-16,nsa,134.4
2010-06-16,sa,89.8
2010-06-17,nsa,131
2010-06-17,sa,89.1
2010-06-18,nsa,111.5
2010-06-18,sa,89
2010-06-19,nsa,39.5
2010-06-19,sa,89.8
2010-06-20,nsa,14.2
2010-06-20,sa,90.1
2010-06-21,nsa,117.2
2010-06-21,sa,90.2
2010-06-22,nsa,132.5
2010-06-22,sa,90.4
2010-06-23,nsa,132.7
2010-06-23,sa,89.9
2010-06-24,nsa,130.5
2010-06-24,sa,90.3
2010-06-25,nsa,111.3
2010-06-25,sa,90
2010-06-26,nsa,38.9
2010-06-26,sa,90.4
2010-06-27,nsa,13.9
2010-06-27,sa,90.2
2010-06-28,nsa,115.4
2010-06-28,sa,89.4
2010-06-29,nsa,131.1
2010-06-29,sa,90.1
2010-06-30,nsa,132.4
2010-06-30,sa,90.7
2010-07-01,nsa,129.6
2010-07-01,sa,90.3
2010-07-02,nsa,111.6
2010-07-02,sa,91.4
2010-07-03,nsa,32.3
2010-07-03,sa,85.8
2010-07-04,nsa,14
2010-07-04,sa,91
2010-07-05,nsa,116.1
2010-07-05,sa,91.8
2010-07-06,nsa,128.7
2010-07-06,sa,89.9
2010-07-07,nsa,130.2
2010-07-07,sa,90.9
2010-07-08,nsa,128.9
2010-07-08,sa,91.1
2010-07-09,nsa,110.9
2010-07-09,sa,91.5
2010-07-10,nsa,32.4
2010-07-10,sa,88.4
2010-07-11,nsa,13.6
2010-07-11,sa,90.5
2010-07-12,nsa,114.1
2010-07-12,sa,90.6
2010-07-13,nsa,129.2
2010-07-13,sa,91.2
2010-07-14,nsa,131
2010-07-14,sa,91.5
2010-07-15,nsa,124.8
2010-07-15,sa,90.2
2010-07-16,nsa,108.2
2010-07-16,sa,90.8
2010-07-17,nsa,32.2
2010-07-17,sa,90.1
2010-07-18,nsa,13.6
2010-07-18,sa,90.7
2010-07-19,nsa,113.3
2010-07-19,sa,91.4
2010-07-20,nsa,127.1
2010-07-20,sa,91.3
2010-07-21,nsa,126.9
2010-07-21,sa,91
2010-07-22,nsa,123.1
2010-07-22,sa,90.9
2010-07-23,nsa,105.3
2010-07-23,sa,90.4
2010-07-24,nsa,30.6
2010-07-24,sa,90.7
2010-07-25,nsa,13.1
2010-07-25,sa,91
2010-07-26,nsa,111
2010-07-26,sa,91
2010-07-27,nsa,124.2
2010-07-27,sa,91
2010-07-28,nsa,124.4
2010-07-28,sa,91.1
2010-07-29,nsa,121.1
2010-07-29,sa,91.6
2010-07-30,nsa,103.8
2010-07-30,sa,91.9
2010-07-31,nsa,28.9
2010-07-31,sa,90.9
2010-08-01,nsa,12.5
2010-08-01,sa,91.8
2010-08-02,nsa,106.5
2010-08-02,sa,89.8
2010-08-03,nsa,120.4
2010-08-03,sa,90.4
2010-08-04,nsa,121.1
2010-08-04,sa,90.7
2010-08-05,nsa,117.8
2010-08-05,sa,90.8
2010-08-06,nsa,99.8
2010-08-06,sa,90.6
2010-08-07,nsa,29.1
2010-08-07,sa,91.8
2010-08-08,nsa,12.7
2010-08-08,sa,92.2
2010-08-09,nsa,106.6
2010-08-09,sa,90.9
2010-08-10,nsa,119.9
2010-08-10,sa,90.8
2010-08-11,nsa,120
2010-08-11,sa,90.2
2010-08-12,nsa,116.9
2010-08-12,sa,90.8
2010-08-13,nsa,99.8
2010-08-13,sa,91.1
2010-08-14,nsa,28.6
2010-08-14,sa,93.2
2010-08-15,nsa,12.4
2010-08-15,sa,96.1
2010-08-16,nsa,106.3
2010-08-16,sa,95.7
2010-08-17,nsa,118.9
2010-08-17,sa,90
2010-08-18,nsa,121.1
2010-08-18,sa,90.5
2010-08-19,nsa,118.6
2010-08-19,sa,90.6
2010-08-20,nsa,101.3
2010-08-20,sa,90.5
2010-08-21,nsa,29.8
2010-08-21,sa,90
2010-08-22,nsa,12.9
2010-08-22,sa,91.7
2010-08-23,nsa,108.3
2010-08-23,sa,90.3
2010-08-24,nsa,123.3
2010-08-24,sa,90
2010-08-25,nsa,125.9
2010-08-25,sa,90.7
2010-08-26,nsa,122.9
2010-08-26,sa,90.3
2010-08-27,nsa,104.9
2010-08-27,sa,90.3
2010-08-28,nsa,32.2
2010-08-28,sa,88.3
2010-08-29,nsa,13.7
2010-08-29,sa,91.2
2010-08-30,nsa,112.9
2010-08-30,sa,92.2
2010-08-31,nsa,126.7
2010-08-31,sa,90.6
2010-09-01,nsa,129.2
2010-09-01,sa,90.2
2010-09-02,nsa,127
2010-09-02,sa,90.7
2010-09-03,nsa,109.4
2010-09-03,sa,91
