"date","value","topic","variable_short","variable_long","location","unit","source","update","public","description"
2002-12-01,6.33,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-01-01,6.38,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-02-01,-1.93,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-03-01,5.51,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-04-01,-0.06,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-05-01,5.02,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-06-01,4.83,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-07-01,2.46,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-08-01,9.55,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-09-01,19.65,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-10-01,22.19,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-11-01,21.57,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2003-12-01,29.72,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-01-01,30.13,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-02-01,26.08,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-03-01,22.27,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-04-01,25.02,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-05-01,23.6,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-06-01,24.19,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-07-01,23.6,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-08-01,29.03,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-09-01,23.96,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-10-01,18.83,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-11-01,18.94,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2004-12-01,21.42,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-01-01,18.78,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-02-01,21.78,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-03-01,25.31,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-04-01,21.94,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-05-01,16.92,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-06-01,15.47,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-07-01,20.07,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-08-01,19.18,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-09-01,21.5,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-10-01,22.41,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-11-01,20.79,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2005-12-01,19.51,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-01-01,24.07,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-02-01,21.71,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-03-01,20.25,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-04-01,20,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-05-01,24.65,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-06-01,15.47,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-07-01,17.94,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-08-01,20.17,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-09-01,15.68,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-10-01,19.57,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-11-01,15.75,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2006-12-01,16.43,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-01-01,23.26,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-02-01,21.97,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-03-01,18.38,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-04-01,11.57,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-05-01,14.61,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-06-01,18.33,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-07-01,18.39,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-08-01,16.47,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-09-01,16.1,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-10-01,18.27,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-11-01,20.59,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2007-12-01,14.48,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-01-01,14.96,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-02-01,11.28,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-03-01,8.65,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-04-01,7.58,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-05-01,9.64,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-06-01,7.96,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-07-01,8.08,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-08-01,7,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-09-01,-1.85,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-10-01,-13.4,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-11-01,-13.35,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2008-12-01,-17.45,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-01-01,-23.88,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-02-01,-29.45,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-03-01,-20.74,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-04-01,-14.6,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-05-01,-6.4,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-06-01,-0.13,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-07-01,2.92,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-08-01,5.57,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-09-01,16.19,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-10-01,16.68,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-11-01,17.4,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2009-12-01,21.01,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-01-01,19.18,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-02-01,23.61,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-03-01,24.28,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-04-01,25.63,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-05-01,22.41,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-06-01,22.6,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-07-01,18.87,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-08-01,21.69,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-09-01,16.9,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-10-01,19.02,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-11-01,24.78,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2010-12-01,24.15,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2011-01-01,21.87,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2011-02-01,19.98,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2011-03-01,18.53,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2011-04-01,17.18,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2011-05-01,13.97,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
2011-06-01,9.73,"Wirtschaft","erw_bestelleingang_verarbeitenden","Bestellungseingang, erwartete Änderung nächste 3 Monate für das Verarbeitende Gewerbe","CH","Anteil","KOF Konjunkturforschungsstelle","monatlich","ja","https://github.com/KOF-ch/economic-monitoring"
